COD_RH;                 AUTOR;                 TITULO;                 NUM_PAG;                 FECHA;                 LUGAR;                  EDITORIAL;                 ISBN;
0000292915;Carlos Enrique MONTENEGRO MARIN;Ingenieria Dirigida por modelos y casos prácticos;;2017;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789588972893;
0000292915;Carlos Enrique MONTENEGRO MARIN;Aplicación inmersiva para el consumo de recursos digitales basada en navegación por ontologías como estrategia de interacción;;2020;;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-249-1;
0000292915;Carlos Enrique MONTENEGRO MARIN;Modelo de comunicación basado en IoT para la transmisión de datos de estaciones meteorológicas;;2020;;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-256-9;
0000292915;Carlos Enrique MONTENEGRO MARIN;Mecanismos de exploración de recursos sobre Linked Open Data mediante principios de seguridad;;2017;;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-5434-39-4;
0000292915;Carlos Enrique MONTENEGRO MARIN;Aplicación inversiva para el consumo de recursos digitales basada en navegación por ontología como estrategia de interacción;;2020;Colombia;Centro De Investigaciones Y Desarrollo Cientifico Universidad Distrital Francisco Jose De Caldas;978-958-787-249-1;
0000292915;Carlos Enrique MONTENEGRO MARIN;Modelo de comunicaciones basado en IoT pra la transmisión de datos de estaciones mmeterológicas;;2020;Colombia;Centro De Investigaciones Y Desarrollo Cientifico Universidad Distrital Francisco Jose De Caldas;978-958-787-256-9;
0000292915;Carlos Enrique MONTENEGRO MARIN;DESARROLLO DE METAMODELOS Y LENGUAJES DE DOMINIO ESPECIFICO;;2012;España;Editorial academica española;978-3-8443-4038-9;
0001468037;Oscar Danilo Montoya Giraldo;Compensación de potencia reactiva en sistemas de distribución un enfoque formal basado en optimización matemática;;2020;Colombia;Ediciones Unitecnológica;978-958-8862-83-5;
0000006939;Javier Arturo Orjuela Castro;Modelo De Simulación Dinámica Para La Gestión De La Producción De Bioetanol A Partir De Caña Panelera;104;2012;Colombia;Cámara colombiana del Libro;978-958-46-0006-6;
0000006939;Javier Arturo Orjuela Castro;Transporte Y Distribución Física Internacional;Pág;2009;Colombia;Corporación Universitaria Minuto de Dios;978-958-763-026-8;
0000006939;Javier Arturo Orjuela Castro;Normas De Seguridad E Higiene Industrial;56;2009;Colombia;Corporación Universitaria Minuto de Dios;978-958-763-027-5;
0000006939;Javier Arturo Orjuela Castro;La Calidad Como Herramienta En La Logística;32;2009;Colombia;Corporación Universitaria Minuto de Dios;978-958-763-038-1;
0000006939;Javier Arturo Orjuela Castro;Logística Y Globalización En El Comercio Exterior;54;2009;Colombia;Corporación Universitaria Minuto de Dios;978-958-763-028-2;
0000006939;Javier Arturo Orjuela Castro;Caracterizacion Del Mercado De Alimentos De La Localidad De Usme;100;2006;Colombia;Fondo De Publicaciones Universidad Distrital;978-958-8247-78-6;
0000006939;Javier Arturo Orjuela Castro;Modelo De Simulación Dinámica Para La Gestión De La Producción De Bioetanol A Partir De Caña Panelera;;2012;Colombia;Cámara colombiana del Libro;978-958-46-0006-6;
0000006939;Javier Arturo Orjuela Castro;Modelado dinámico y estratégico de la cadena agroindustrial de frutas Un enfoque para la gestión de tecnología;;2017;Colombia;Universidad Piloto de Colombia;9789588957647;
0000006939;Javier Arturo Orjuela Castro;Caracterizacion Del Mercado De Alimentos De La Localidad De Bosa;87;2006;Colombia;Fondo De Publicaciones Universidad Distrital;978-958-8247-80-9;
0000006939;Javier Arturo Orjuela Castro;Caracterizacion Del Mercado De Alimentos De La Localidad De San Cristobal;100;2006;Colombia;Fondo De Publicaciones Universidad Distrital;978-958-8247-77-9;
0000006939;Javier Arturo Orjuela Castro;La Cadena Agroindustrial De Frutas Uchuva Y Tomate De Arbol;100;2007;Colombia;Fondo De Publicaciones Universidad Distrital;978-958-8247-89-2;
0000006939;Javier Arturo Orjuela Castro;Sistema De Abastecimiento De Alimentos Para Bogotá Localidad Ciudad Bolívar;399;2006;Colombia;Geminis Ltda;978-958-8247-83-0;
0000006939;Javier Arturo Orjuela Castro;Sistema Integrado De Abastecimiento De Alimentos Bogotá;88;2004;Colombia;Fondo De Publicaciones Universidad Distrital;958-82-4704-7;
0000006939;Javier Arturo Orjuela Castro;Compettividad En La Cadena Agroindustrial Lactea;240;2005;Colombia;Fondo Publicaciones Universidad Distrital;9588247055;
0000006939;Javier Arturo Orjuela Castro;Modelo Integral Para La Gestión De Empresas De Servicios;131;2008;Colombia;Universidad catolica de colombia;978-958-44-4593-3;
0000006939;Javier Arturo Orjuela Castro;Caracterizacion Del Mercado De Alimentos De La Localidad De Suba;100;2006;Colombia;Fondo De Publicaciones Universidad Distrital;978-958-8247-79-3;
0001466796;Diana Marcela Ovalle  Martínez;Arquitecturas de Red Neuroconvolucional para Aplicaciones de Robótica Asistencial;;2020;Colombia;Fondo De Publicaciones Universidad Distrital Francisco Jose De Caldas;978-958-787-237-8;
0000338486;Javier Parra Peña;Formación Por Ciclos En reas De La Tecnología;232;2010;Colombia;Fondo De Publicaciones Universidad Distrital Francisco Jose De Caldas;978-958-8337-87-6;
0000996890;Leonardo Plazas Nossa;Prácticas De Telemática;170;2008;Colombia;ECCI;978-958-8330-29-7;
0000996890;Leonardo Plazas Nossa;Conceptos Y Fundamentos De Simulación Digital;194;2012;Colombia;Universidad Distrital  Ecoe Ediciones;978-958-8723-46-4;
0000996890;Leonardo Plazas Nossa;Memorias Del Evento  Ii Congreso Internacional De Instrumentación, Control Y Telecomunicaciones;10;2011;Colombia;Departamento De Publicaciones Universidad Santo Tomas;978-958-8561-26-4;
0000996890;Leonardo Plazas Nossa;Xx Seminario Nacional De Hidráulica E Hidrología, Barranquilla, Colombia, 8 Al 10 De Agosto De 2012;9;2012;Colombia;Editorial Universidad del Norte;978-958-741-254-3;
0000996890;Leonardo Plazas Nossa;Tecnología WiFi Topología De Red;110;2007;Colombia;Colgraf Editores  Colombiana de Gráficas Editores;9588330203;
0000996890;Leonardo Plazas Nossa;WiFi Capa Física;70;2008;Colombia;ECCI;978-958-8330-22-8;
0000996890;Leonardo Plazas Nossa;WiFi Seguridad Autenticación;130;2008;Colombia;ECCI;978-958-8330-24-0;
0000795429;Gustavo Adolfo Puerto Leguizamón;Redes ópticas de acceso convergente;;2016;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789588972046;
0000795429;Gustavo Adolfo Puerto Leguizamón;Fotónica de microondas y procesado todoóptico aplicados a la conmutación de paquetes ópticos;;2017;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789585434295;
0000795429;Gustavo Adolfo Puerto Leguizamón;Redes De Conmutación De Paquetes pticos Basados En El Intercambio De Etiquetas Multiplexadas Por Subportadora;;2008;España;Editorial de la Universidad Politécnica de Valencia;978-84-694-3197-9;
0000310654;José Danilo Rairán Antolines;Solución de problemas de circuitos en corriente alterna;282;2009;Colombia;Fondo De Publicaciones Universidad Distrital Francisco Jose De Caldas;9789588337562;
0000310654;José Danilo Rairán Antolines;Motor Lineal De Inducción Principio De Diseño Y Construcción;146;2012;Colombia;Fondo De Publicaciones Universidad Distrital Francisco Jose De Caldas;9789588723822;
0000310654;José Danilo Rairán Antolines;Análisis de circuitos en corriente alterna;;2016;Colombia;Editorial UD  Universidad Distrital Francisco José de Caldas;9789588972077;
0000310654;José Danilo Rairán Antolines;Análisis de circuitos en corriente alterna;;2016;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-8972-07-7;
0000310654;José Danilo Rairán Antolines;Levitación Magnética;95;2003;Colombia;Fondo De Publicaciones Universidad Distrital;9588175461;
0000310654;José Danilo Rairán Antolines;Solución De Problemas De Circuitos Resistivos;349;2004;Colombia;Seccion De Publicaciones Universidad Distrital Francisco Jose Caldas;9588175887;
0000310654;José Danilo Rairán Antolines;Analisis De Circuitos Resistivos;432;2003;Colombia;Fondo De Publicaciones Universidad Distrital;9588175038;
0000310654;José Danilo Rairán Antolines;Análisis De Sistemas Dinámicos Y Control Pid;460;2007;Colombia;Fondo De Publicaciones Universidad Distrital Fjc;978-958-8247-85-4;
0000158763;Edwin Rivas Trujillo;Prácticas de Laboratorios en Pico Satélites;;2012;Colombia;Editorial Académica Española;978-3-659-05248-4;
0000158763;Edwin Rivas Trujillo;INDICADORES TIC;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-075-6;
0000158763;Edwin Rivas Trujillo;Integración de recursos energéticos distribuidos en redes eléctricas de distribución;;2021;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-49-4959-2;
0000158763;Edwin Rivas Trujillo;GESTIN DE LA ENERGA EL USUARIO DE ENERGA COMO PARTE ACTIVA DEL SISTEMA;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-234-7;
0000158763;Edwin Rivas Trujillo;Investigación de operaciones;;2018;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958- 787-074-9;
0000158763;Edwin Rivas Trujillo;INDICADORES TIC PRINCIPALES INDICADORES Y MODELOS DE MEDICIN DE POLTICAS PBLICAS EN EL SECTOR DE LAS TECNOLOGAS DE LA INFORMACIN Y COMUNICACIONES  TIC;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-075-6;
0000158763;Edwin Rivas Trujillo;Desarrollo, políticas y futuro de las microrredes inteligentes;;2018;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-5434-94- 3;
0000158763;Edwin Rivas Trujillo;Bases de datos en SQL Sevier;;2018;;ECOE EDICIONES;9789587715705;
0000158763;Edwin Rivas Trujillo;Java Básico;;2018;Colombia;ECOE EDICIONES;978-958-771-542-2;
0000158763;Edwin Rivas Trujillo;Microrredes Eléctricas;;2016;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789588897790;
0000158763;Edwin Rivas Trujillo;PRUEBAS A TRANSFORMADORES DE DISTRIBUCION PARA VERIFICAR SU ACTITUD PARA SOPORTAR EL CORTOCIRCUITO;1;;Colombia;;;
0000158763;Edwin Rivas Trujillo;Sistema De Semaforización Inteligente;;2012;Colombia;Editorial CESA;978-3-8484-7788-3;
0000158763;Edwin Rivas Trujillo;Manual De Prácticas De Comunicaciones Con Analizador De Espectros;;2011;Colombia;Universidad Distrital;978-958-8723-10-5;
0000158763;Edwin Rivas Trujillo;Factores De Riesgo Eléctrico, Mecánico Y Físico  Químico;;2013;Colombia;Editorial Academia Española;978-3-659-06669-6;
0000158763;Edwin Rivas Trujillo;Conceptos Básicos De Higiene Y Salud Ocupacional;;2012;Colombia;Editorial Academia Española;978-3-659-05021-3;
0000593869;JOSE IGNACIO RODRIGUEZ MOLANO;Applied Computer Sciences in Engineering  5th Workshop on Engineering Applications, WEA 2018, Medellín, Colombia, October 1719, 2018, Proceedings, Part I;;2018;Alemania;Springer Publishing Company, Inc;978-3-030-00349-4;
0000647322;Diego Julian Rodriguez Patarroyo;EDUCACIN OCCIDENTAL O EDUCACIN PROPIA UN DILEMA;;2019;Colombia;Sociedad Colombiana De Pedagogia Socolpe;978-958-97075-8-6;
0001083600;Luz Andrea RODRIGUEZ ROJAS;Gestión del conocimiento en el Turismo de salud;201;2013;España;Servitec;84-69538-24-1;
0001083600;Luz Andrea RODRIGUEZ ROJAS;Modelo De Negocios Electrónicos Con Tecnologias Web 20 Caso De Estudio Pymes Colombianas;216;2012;España;Federación de gremios de editores de España;84-695-5239-2;
0001083600;Luz Andrea RODRIGUEZ ROJAS;El nuevo reto los datos abiertos en Colombia;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-236-1;
0000213420;Herbert Enrique Rojas Cubides;Sistemas de generacion de energia electrica basada en biogas digestion anaerobia, generacion de biogas e implementacion computacional;;2022;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-317-7;
0000142328;Ruth Esperanza ROMÁN CASTILLO;Teorías Y Mediciones De Competitividad Una Perspectiva;197;2004;Colombia;Fondo De Publicaciones Universidad Distrital Fjc;958-8175-79-8;
0000142328;Ruth Esperanza ROMÁN CASTILLO;Aprendizajes sobre trabajos de grado Una experiencia de la educación en ingeniería por ciclos;;2016;Colombia;Fondo Editorial Universidad Distrital;978-958-8972-45-9;
0001415432;PABLO EMILIO ROZO GARCIA;Detección, caracterización y modelado del ruido aperiódico en un sistema de comunicaciones por líneas eléctricas  PLC  visto desde las fuentes generadoras;;2021;Colombia;IngeEdit Editores;978-958-49-4951-6;
0000075809;Jorge Enrique Saby Beltrán;Poesía Colombiana Análisis Lingístico del Tiempo en la Poesía de Eduardo Carranza;167;2;Colombia;Banco de la República;958-900-32;
0000350044;Francisco Santamaría Piedrahita;Microrredes eléctricas;;2015;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-8897-79-0;
0000350044;Francisco Santamaría Piedrahita;GESTIN DE LA ENERGA EL USUARIO DE ENERGA COMO PARTE ACTIVA DEL SISTEMA;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-234-7;
0000873438;Carlos Arturo Suárez Fajardo;Introducción al análisis y diseño de antenas planas y sus aplicaciones;;2017;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-8972-95-4;
0000873438;Carlos Arturo Suárez Fajardo;Fundamentos para el análisis y diseño de agrupaciones de antenas;;2017;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-5434-43-1;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;Modelo de gestión del conocimiento como apoyo a la gestión de proyectos;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-097-8;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;Investigación en ingeniería apoyada por la gestión del conocimiento y la internet social;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-081-7;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;Gestión del conocimiento en el turismo de salud;;2013;España;SERVITEC;84-69538-24-1;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;El nuevo reto los datos abiertos en Colombia;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-236-1;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;Modelo De Negocios Electrónicos Con Tecnologias Web 20 Caso De Estudio Pymes Colombianas;;2012;España;Federación de gremios de editores de España;84-695-5239-2;
0001120719;Giovanny Mauricio TARAZONA BERMUDEZ;MODULO VIRTUAL ADMINISTRACIN DE LA PRODUCCIN;350;2011;Colombia;Unidad Producción Educación Virtual Universidad de los Libertadores;0124-3748;
0000222992;Julian Alfonso Tristancho Ortiz;Integración de las TIC como apoyo al desarrollo de habilidades espaciales;;2016;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-8972-58-9;
0000223611;Cesar Leonardo Trujillo Rodríguez;Diseño De Coversores Electrónicos Para Redes De Distribución A Partir De Fuentes No Convencionales;171;2012;Colombia;Publicaciones Universidad Distrital Francisco Jose De Caldas;9789588723594;
0000223611;Cesar Leonardo Trujillo Rodríguez;Diseño E Implementación De Controladores Inteligentes Para Vsc;;2012;España;Editorial Académica Española;978-3-8484-6990-1;
0000223611;Cesar Leonardo Trujillo Rodríguez;Microrredes Electricas;;2015;Colombia;Universidad Distrital;978-958-8897-79-0;
0000223611;Cesar Leonardo Trujillo Rodríguez;Control de Microrredes Eléctricas Inteligentes;;2017;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-5434-31-8;
0000223611;Cesar Leonardo Trujillo Rodríguez;Gestion y ciberseguridad para microrredes eléctricas residenciales;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-78722-9-3;
0000223611;Cesar Leonardo Trujillo Rodríguez;Gestión y ciberseguridad para microrredes eléctricas residenciales;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-228-6;
0000223611;Cesar Leonardo Trujillo Rodríguez;Cargadores de baterías de mediana y baja capacidad para vehículos eléctricos Consideraciones preliminares de diseño;;2021;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-301-6;
0000223611;Cesar Leonardo Trujillo Rodríguez;Control y gestión para microrredes eléctricas basadas en convertidores de potencia;;2022;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-49-5277-6;
0000426377;Adriana Marcela  Vega| Escobar;Conceptos Básicos De Higiene Y Salud Ocupacional;57;2012;Colombia;Editorial Academica Española;978-3-659-05021-3;
0000426377;Adriana Marcela  Vega| Escobar;Factores De Riesgo Eléctrico, Mecánico Y Físico  Químico;80;2013;Colombia;Editorial Academica Española;978-3-659-06669-6;
0000426377;Adriana Marcela  Vega| Escobar;GESTIN DE LA ENERGA EL USUARIO DE ENERGA COMO PARTE ACTIVA DEL SISTEMA;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-234-7;
0001174088;Nelson Enrique Vera Parra;Android BásicoManual Práctico 3 Autores;104;2012;Colombia;Bubok;978-84-686-1295-9;
0001174088;Nelson Enrique Vera Parra;Introducción A Mvc 4;122;2013;Colombia;Bubok;978-84-686-3359-6;
0001174088;Nelson Enrique Vera Parra;Biopython básico Manual práctico;;2014;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-8832-70-8;
0001174088;Nelson Enrique Vera Parra;Entorno de trabajo bioinformático para RNASEQ;;2016;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789588972152;
0001174088;Nelson Enrique Vera Parra;Biopython básico  Manual práctico;;2014;Colombia;Publicaciones Universidad Distrital Francisco Jose De Caldas;978-958-8832-70-8;
0001174088;Nelson Enrique Vera Parra;OPENCL PRCTICO COMPUTACIN HETEROGNEA PARALELA;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-78707-8-7;
0001174088;Nelson Enrique Vera Parra;REDES NEURONALES CONVOLUCIONALES USANDO KERAS Y ACELERANDO CON GPU;;2020;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;978-958-787-233-0;
0001520054;Erika Sofia Upegui Cardona;Prix ADoc De La Jeune Recherche En FrancheComté, 2012;;2012;Francia;Presses universitaires de FrancheComté;978-2-84867-427-8;
0001520054;Erika Sofia Upegui Cardona;ANLISIS DE IMGENES USANDO LAS TRANSFORMADAS DE FOURIER Y WAVELET;;2019;Colombia;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;9789587870640;
