,COD_RH,                 AUTOR,                TITULO,                AÑO,                LUGAR,                REVISTA,                EDITORIAL,                ISSN,Unnamed: 8,Cuartil,Publindex
1809,0001468037,Oscar Danilo Montoya Giraldo,A successive approximations method for power flow analysis in bipolar DC networks with asymmetric constant power terminals,2022,Países Bajos,Electric Power Systems Research,Elsevier Bv,03787796,,Q1,No Clasificado
1810,0001468037,Oscar Danilo Montoya Giraldo,Application of the Hurricane-Based Optimization Algorithm to the Phase-Balancing Problem in Three-Phase Asymmetric Networks,2022,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1811,0001468037,Oscar Danilo Montoya Giraldo,Optimal Selection and Integration of Batteries and Renewable Generators in DC Distribution Systems through a Mixed-Integer Convex Formulation,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1812,0001468037,Oscar Danilo Montoya Giraldo,Photovoltaic System for Microinverter Applications Based on a Non-Electrolytic-Capacitor Boost Converter and a Sliding-Mode Controller,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1813,0001468037,Oscar Danilo Montoya Giraldo,Optimal Selection of Conductor Sizes in Three-Phase Asymmetric Distribution Networks Considering Optimal Phase-Balancing: An Application of the Salp Swarm Algorithm,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1814,0001468037,Oscar Danilo Montoya Giraldo,Recursive convex approximations for optimal power flow solution in direct current networks,2022,Indonesia,International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science IAES,20888708,,Q3,No Clasificado
1815,0001468037,Oscar Danilo Montoya Giraldo,A fixed-point current injection power flow for electric distribution systems using Laurent series,2022,Países Bajos,Electric Power Systems Research,Elsevier Bv,03787796,,Q1,No Clasificado
1816,0001468037,Oscar Danilo Montoya Giraldo,Optimized Two-Level Control of Islanded Microgrids to Reduce Fluctuations,2022,Estados Unidos,IEEE Access,Ieee Inst Electrical Electronics Engineers Inc,21693536,,Q1,No Clasificado
1817,0001468037,Oscar Danilo Montoya Giraldo,Application of the Hurricane Optimization Algorithm to Estimate Parameters in Single-Phase Transformers Considering Voltage and Current Measures,2022,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1818,0001468037,Oscar Danilo Montoya Giraldo,Aplicación del algoritmo de optimización por enjambre de salpas para la estimación de parámetros en transformadores monofásicos empleando medidas de tensión y corriente,2022,Colombia,Uis Ingenierías,Cefac Universidad Industrial De Santander,21458456,,No Clasificado,No Clasificado
1819,0001468037,Oscar Danilo Montoya Giraldo,Marco general para la extracción de información y estimación de radiación solar diaria,2022,Colombia,Scientia Et Technica,Editorial Universidad Tecnológica de Pereira,01221701,,No Clasificado,No Clasificado
1820,0001468037,Oscar Danilo Montoya Giraldo,A mixed-integer convex approximation for optimal load redistribution in bipolar DC networks with multiple constant power terminals,2022,Países Bajos,Results in Engineering,Elsevier Bv,25901230,,Q2,No Clasificado
1821,0001468037,Oscar Danilo Montoya Giraldo,Optimal Location and Sizing of PV Generation Units in Electrical Networks to Reduce the Total Annual Operating Costs: An Application of the Crow Search Algorithm,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1822,0001468037,Oscar Danilo Montoya Giraldo,Electricity retail market and accountability-based strategic bidding model with short-term energy storage considering the uncertainty of consumer demand response,2022,Países Bajos,Results in Engineering,Elsevier Bv,25901230,,Q2,No Clasificado
1823,0001468037,Oscar Danilo Montoya Giraldo,A Discrete-Continuous PSO for the Optimal Integration of D-STATCOMs into Electrical Distribution Systems by Considering Annual Power Loss and Investment Costs,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1824,0001468037,Oscar Danilo Montoya Giraldo,Optimal Economic¿Environmental Operation of BESS in AC Distribution Systems: A Convex Multi-Objective Formulation,2021,Suiza,Computation,Multidisciplinary Digital Publishing Institute MDPI,20793197,,Q2,No Clasificado
1825,0001468037,Oscar Danilo Montoya Giraldo,Control of Photovoltaic Plants Interconnected via VSC to Improve Power Oscillations in a Power System,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1826,0001468037,Oscar Danilo Montoya Giraldo,Evaluación de modelos de programación lineal y no lineal para la planeación de sistemas de transmisión en el software GAMS,2021,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
1827,0001468037,Oscar Danilo Montoya Giraldo,Application of the arithmetic optimization algorithm to solve the optimal power flow problem in direct current networks,2022,Países Bajos,Results in Engineering,Elsevier Bv,25901230,,Q2,No Clasificado
1828,0001468037,Oscar Danilo Montoya Giraldo,Application of the SSA for Optimal Reactive Power Compensation in Radial and Meshed Distribution Using D-STATCOMs,2022,Suiza,Algorithms,MDPI AG,19994893,,Q2,No Clasificado
1829,0001468037,Oscar Danilo Montoya Giraldo,Temperature control using the simulink PLC Coder and the IEC 61131 standard,2021,Colombia,Scientia Et Technica,Editorial Universidad Tecnológica de Pereira,01221701,,No Clasificado,No Clasificado
1830,0001468037,Oscar Danilo Montoya Giraldo,Efficient Reduction in the Annual Investment Costs in AC Distribution Networks via Optimal Integration of Solar PV Sources Using the Newton Metaheuristic Algorithm,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1831,0001468037,Oscar Danilo Montoya Giraldo,Optimal Investments in PV Sources for Grid-Connected Distribution Networks: An Application of the Discrete¿Continuous Genetic Algorithm,2021,Suiza,Sustainability,Multidisciplinary Digital Publishing Institute MDPI,20711050,,Q1,No Clasificado
1832,0001468037,Oscar Danilo Montoya Giraldo,Integration of PV Distributed Generators into Electrical Networks for Investment and Energy Purchase Costs Reduction by Using a Discrete¿Continuous Parallel PSO,2022,Suiza,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
1833,0001468037,Oscar Danilo Montoya Giraldo,Derivative-Free Power Flow Solution for Bipolar DC Networks with Multiple Constant Power Terminals,2022,Suiza,Sensors,Multidisciplinary Digital Publishing Institute MDPI,14248220,,Q1,No Clasificado
1834,0001468037,Oscar Danilo Montoya Giraldo,Selection and Location of Fixed-Step Capacitor Banks in Distribution Grids for Minimization of Annual Operating Costs: A Two-Stage Approach,2022,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1835,0001468037,Oscar Danilo Montoya Giraldo,Adaptive Sliding-Mode Controller for Flyback-Based PV Systems Featuring Constant Switching Frequency,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1836,0001468037,Oscar Danilo Montoya Giraldo,Efficient Integration of PV Sources in Distribution Networks to Reduce Annual Investment and Operating Costs Using the Modified Arithmetic Optimization Algorithm,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1837,0001468037,Oscar Danilo Montoya Giraldo,Sine-cosine optimization approach applied to the parametric estimation in single-phase transformers by considering voltage and current measures,2021,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
1838,0001468037,Oscar Danilo Montoya Giraldo,Optimal economic-environmental dispatch in MT-HVDC systems via sine-cosine algorithm,2022,Países Bajos,Results in Engineering,Elsevier Bv,25901230,,Q2,No Clasificado
1839,0001468037,Oscar Danilo Montoya Giraldo,Selección óptima de conductores en redes de distribución trifásicas utilizando el algoritmo metaheurístico de Newton,2022,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
1840,0001468037,Oscar Danilo Montoya Giraldo,Power Flow in Bipolar DC Distribution Networks Considering Current Limits,2022,,IEEE Transactions on Power Systems,Institute of Electrical and Electronics Engineers,08858950,,Q1,No Clasificado
1841,0001468037,Oscar Danilo Montoya Giraldo,Optimal Design of PV Systems in Electrical Distribution Networks by Minimizing the Annual Equivalent Operative Costs through the Discrete-Continuous Vortex Search Algorithm,2022,Suiza,Sensors,Multidisciplinary Digital Publishing Institute MDPI,14248220,,Q1,No Clasificado
1842,0001468037,Oscar Danilo Montoya Giraldo,On the Conic Convex Approximation to Locate and Size Fixed-Step Capacitor Banks in Distribution Networks,2022,Suiza,Computation,Multidisciplinary Digital Publishing Institute MDPI,20793197,,Q2,No Clasificado
1843,0001468037,Oscar Danilo Montoya Giraldo,Parametric estimation in photovoltaic modules using the crow search algorithm,2022,Indonesia,International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science IAES,20888708,,Q3,No Clasificado
1844,0001468037,Oscar Danilo Montoya Giraldo,Optimal Power Dispatch of Dispersed Sources in Direct-Current Networks with Nonlinear Loads,2021,Reino Unido,Journal of Physics Conference Series,Kunming Institute of Physics,17426588,,-,No Clasificado
1845,0001468037,Oscar Danilo Montoya Giraldo,Convergence analysis of the triangular-based power ﬂow method for AC distribution grids,2022,Indonesia,International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science IAES,20888708,,Q3,No Clasificado
1846,0001468037,Oscar Danilo Montoya Giraldo,Solution of the Optimal Reactive Power Flow Problem Using a Discrete-Continuous CBGA Implemented in the DigSILENT Programming Language,2021,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1847,0001468037,Oscar Danilo Montoya Giraldo,An Approximate Mixed-Integer Convex Model to Reduce Annual Operating Costs in Radial Distribution Networks Using STATCOMs,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1848,0001468037,Oscar Danilo Montoya Giraldo,Application of the Crow Search Algorithm to the Problem of the Parametric Estimation in Transformers Considering Voltage and Current Measures,2021,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1849,0001468037,Oscar Danilo Montoya Giraldo,Black hole optimizer for the optimal power injection in distribution networks using DG,2021,Reino Unido,Journal of Physics Conference Series,Kunming Institute of Physics,17426588,,-,No Clasificado
1850,0001468037,Oscar Danilo Montoya Giraldo,Optimal Integration of Dispersed Generation in Medium-Voltage Distribution Networks for Voltage Stability Enhancement,2022,Suiza,Algorithms,MDPI AG,19994893,,Q2,No Clasificado
1851,0001468037,Oscar Danilo Montoya Giraldo,Hierarchical Control for DC Microgrids Using an Exact Feedback Controller with Integral Action,2022,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1852,0001468037,Oscar Danilo Montoya Giraldo,Optimal Placement and Sizing of PV Sources in Distribution Grids Using a Modified Gradient-Based Metaheuristic Optimizer,2022,Suiza,Sustainability,Multidisciplinary Digital Publishing Institute MDPI,20711050,,Q1,No Clasificado
1853,0001468037,Oscar Danilo Montoya Giraldo,A Two-Stage Approach to Locate and Size PV Sources in Distribution Networks for Annual Grid Operative Costs Minimization,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1854,0001468037,Oscar Danilo Montoya Giraldo,Global Optimal Stabilization of MT-HVDC Systems: Inverse Optimal Control Approach,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1855,0001468037,Oscar Danilo Montoya Giraldo,Optimal Power Dispatch of Distributed Generators in Direct Current Networks Using a Master¿Slave Methodology that Combines the Salp Swarm Algorithm and the Successive Approximation Method,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1856,0001468037,Oscar Danilo Montoya Giraldo,Annual Operating Costs Minimization in Electrical Distribution Networks via the Optimal Selection and Location of Fixed-Step Capacitor Banks Using a Hybrid Mathematical Formulation,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1857,0001468037,Oscar Danilo Montoya Giraldo,Characterization and Modeling of the Viscoelastic Behavior of Hydrocolloid-Based Films Using Classical and Fractional Rheological Models,2021,Suiza,Fluids,Multidisciplinary Digital Publishing Institute MDPI,23115521,,Q3,No Clasificado
1858,0001468037,Oscar Danilo Montoya Giraldo,A Comparative Study on Power Flow Methods Applied to AC Distribution Networks with Single-Phase Representation,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1859,0001468037,Oscar Danilo Montoya Giraldo,A mixed-integer second-order cone model for optimal siting and sizing of dynamic reactive power compensators in distribution grids,2022,Reino Unido,Results in Engineering,Elsevier Bv,25901230,,Q2,No Clasificado
1860,0001468037,Oscar Danilo Montoya Giraldo,An Efficient Methodology for Locating and Sizing PV Generators in Radial Distribution Networks Using a Mixed-Integer Conic Relaxation,2022,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1861,0001468037,Oscar Danilo Montoya Giraldo,Optimal Pole-Swapping in Bipolar DC Networks Using Discrete Metaheuristic Optimizers,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1862,0001468037,Oscar Danilo Montoya Giraldo,Application of the Multiverse Optimization Method to Solve the Optimal Power Flow Problem in Alternating Current Networks,2022,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1863,0001468037,Oscar Danilo Montoya Giraldo,Optimal Allocation and Sizing of PV Generation Units in Distribution Networks via the Generalized Normal Distribution Optimization Approach,2022,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1864,0001468037,Oscar Danilo Montoya Giraldo,Control global del Péndulo rotacional Invertido empleando modelos de energía,2012,Colombia,Scientia Et Technica,,12220701,,No Clasificado,No Clasificado
1865,0001468037,Oscar Danilo Montoya Giraldo,A new approach to solve the distribution system planning problem considering automatic reclosers,2017,Chile,Ingeniare,Departamento De Computacion Universidad De Tarapaca,07183291,,Q4,No Clasificado
1866,0001468037,Oscar Danilo Montoya Giraldo,"Optimal location, sizing and operation of energy storage in distribution systems using multi-objective approach",2017,Estados Unidos,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
1867,0001468037,Oscar Danilo Montoya Giraldo,Optimal Location and Sizing of Capacitors in Radial Distribution Networks Using an Exact MINLP Model for Operating Costs Minimization,2017,Grecia,WSEAS Transactions on Business and Economics,World Scientific And Engineering Acad And Soc,11099526,,Q4,No Clasificado
1868,0001468037,Oscar Danilo Montoya Giraldo,Solving a Classical Optimization Problem Using GAMS Optimizer Package: Economic Dispatch Problem Implementation,2017,Colombia,Ingeniería y Ciencia,FONDO EDITORIAL UNIVERSIDAD EAFIT,17949165,,No Clasificado,No Clasificado
1869,0001468037,Oscar Danilo Montoya Giraldo,Control Global del Péndulo con Rueda de Reacción Empleado Redes Neuronales Artificiales y Linealización Extendida,2017,Colombia,Scientia Et Technica,Editorial Universidad Tecnológica de Pereira,01221701,,No Clasificado,No Clasificado
1870,0001468037,Oscar Danilo Montoya Giraldo,Ubicación y Operación Eficiente de Almacenadores de Energía en Micro-redes en Presencia de Generación Distribuida,2017,Colombia,Revista Cintex,Instituto Tecnológico Pascual Bravo,0122350X,,No Clasificado,No Clasificado
1871,0001468037,Oscar Danilo Montoya Giraldo,DERs integration in microgrids using VSCs via proportional feedback linearization control: Supercapacitors and distributed generators,2018,Países Bajos,Journal of Energy Storage,Elsevier Science Bv,2352152X,,Q1,No Clasificado
1872,0001468037,Oscar Danilo Montoya Giraldo,PBC Approach for SMES Devices in Electric Distribution Networks,2018,Estados Unidos,IEEE Transactions on Circuits and Systems II Express Briefs,Institute of Electrical and Electronics Engineers,15497747,,Q1,No Clasificado
1873,0001468037,Oscar Danilo Montoya Giraldo,Flujo de potencia óptimo para redes radiales y enmalladas empleando programación semidefinida,2017,Colombia,TecnoLógicas,Instituto Tecnológico Metropolitano,01237799,,No Clasificado,No Clasificado
1874,0001468037,Oscar Danilo Montoya Giraldo,Optimal Planning and Operation of Distribution Systems Considering Distributed Energy Resources and Automatic Reclosers,2018,Estados Unidos,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
1875,0001468037,Oscar Danilo Montoya Giraldo,Approximated Mixed-Integer Convex Model for Phase Balancing in Three-Phase Electric Networks,2021,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1876,0001468037,Oscar Danilo Montoya Giraldo,On the Optimal Selection and Integration of Batteries in DC Grids through a Mixed-Integer Quadratic Convex Formulation,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1877,0001468037,Oscar Danilo Montoya Giraldo,Optimal Location and Sizing of DGs in DC Networks Using a Hybrid Methodology Based on the PPBIL Algorithm and the VSA,2021,Suiza,Mathematics,Multidisciplinary Digital Publishing Institute MDPI,22277390,,Q2,No Clasificado
1878,0001468037,Oscar Danilo Montoya Giraldo,Heuristic Methodology for Planning AC Rural Medium-Voltage Distribution Grids,2021,Suiza,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
1879,0001468037,Oscar Danilo Montoya Giraldo,Black-Hole Optimization Applied to the Parametric Estimation in Distribution Transformers Considering Voltage and Current Measures,2021,Suiza,Computers,MDPI AG,2073431X,,Q2,No Clasificado
1880,0001468037,Oscar Danilo Montoya Giraldo,Optimal Power Dispatch in Direct Current Networks to Reduce Energy Production Costs and CO2 Emissions Using the Antlion Optimization Algorithm,2021,Alemania,Arabian Journal For Science And Engineering,SpringerVerlag London Ltd,2193567X,,Q1,No Clasificado
1881,0001468037,Oscar Danilo Montoya Giraldo,Voltage Regulation of an Isolated DC Microgrid with a Constant Power Load: A Passivity-based Control Design,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1882,0001468037,Oscar Danilo Montoya Giraldo,Sensorless Adaptive Voltage Control for Classical DC-DC Converters Feeding Unknown Loads: A Generalized PI Passivity-Based Approach,2021,Suiza,Sensors,Multidisciplinary Digital Publishing Institute MDPI,14248220,,Q1,No Clasificado
1883,0001468037,Oscar Danilo Montoya Giraldo,Design of a control with multiple inputs multiple outputs by decoupling,2021,Reino Unido,Journal of Physics Conference Series,Kunming Institute of Physics,17426596,,-,No Clasificado
1884,0001468037,Oscar Danilo Montoya Giraldo,A Linearized Approach for the Electric Light Commercial Vehicle Routing Problem Combined with Charging Station Siting and Power Distribution Network Assessment,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1885,0001468037,Oscar Danilo Montoya Giraldo,Simplificación de señales senoidales y cosenoidales mediante triángulos de Cano obtenidos usando propiedades de la convolución.,2011,Colombia,Scientia Et Technica,Editorial Universidad Tecnológica de Pereira,01221701,,No Clasificado,No Clasificado
1886,0001468037,Oscar Danilo Montoya Giraldo,Reduction of Annual Operational Costs in Power Systems through the Optimal Siting and Sizing of STATCOMs,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1887,0001468037,Oscar Danilo Montoya Giraldo,Accurate and Efficient Derivative-Free Three-Phase Power Flow Method for Unbalanced Distribution Networks,2021,Suiza,Computation,Multidisciplinary Digital Publishing Institute MDPI,20793197,,Q2,No Clasificado
1888,0001468037,Oscar Danilo Montoya Giraldo,Optimal Placement and Sizing of D-STATCOM in Radial and Meshed Distribution Networks Using a Discrete-Continuous Version of the Genetic Algorithm,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1889,0001468037,Oscar Danilo Montoya Giraldo,Exact minimization of the energy losses and the CO2 emissions in isolated DC distribution networks using PV sources,2021,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
1890,0001468037,Oscar Danilo Montoya Giraldo,Optimal Demand Reconfiguration in Three-Phase Distribution Grids Using an MI-Convex Model,2021,Suiza,Symmetry,Multidisciplinary Digital Publishing Institute MDPI,20738994,,Q2,No Clasificado
1891,0001468037,Oscar Danilo Montoya Giraldo,Operating Cost Reduction in Distribution Networks Based on the Optimal Phase-Swapping including the Costs of the Working Groups and Energy Losses,2021,Suiza,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
1892,0001468037,Oscar Danilo Montoya Giraldo,Optimal Selection of Conductors in Three-Phase Distribution Networks Using a Discrete Version of the Vortex Search Algorithm,2021,Suiza,Computation,Multidisciplinary Digital Publishing Institute MDPI,20793197,,Q2,No Clasificado
1893,0001468037,Oscar Danilo Montoya Giraldo,Application of the Multiverse Optimization Method to Solve the Optimal Power Flow Problem in Direct Current Electrical Networks,2021,Suiza,Sustainability,Multidisciplinary Digital Publishing Institute MDPI,20711050,,Q1,No Clasificado
1894,0001468037,Oscar Danilo Montoya Giraldo,An Improved Crow Search Algorithm Applied to the Phase Swapping Problem in Asymmetric Distribution Systems,2021,Suiza,Symmetry,Multidisciplinary Digital Publishing Institute MDPI,20738994,,Q2,No Clasificado
1895,0001468037,Oscar Danilo Montoya Giraldo,Improved Genetic Algorithm for Phase-Balancing in Three-Phase Distribution Networks: A Master-Slave Optimization Approach,2021,Suiza,Computation,Multidisciplinary Digital Publishing Institute MDPI,20793197,,Q2,No Clasificado
1896,0001468037,Oscar Danilo Montoya Giraldo,Distribution Systems Operation Considering Energy Storage Devices and Distributed Generation,2017,Estados Unidos,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
1897,0001468037,Oscar Danilo Montoya Giraldo,Simultaneous Minimization of Energy Losses and Greenhouse Gas Emissions in AC Distribution Networks Using BESS,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1898,0001468037,Oscar Danilo Montoya Giraldo,Simultaneous Minimization of Energy Losses and Greenhouse Gas Emissions in AC Distribution Networks Using BESS,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1899,0001468037,Oscar Danilo Montoya Giraldo,Efficient Operative Cost Reduction in Distribution Grids Considering the Optimal Placement and Sizing of D-STATCOMs Using a Discrete-Continuous VSA,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1900,0001468037,Oscar Danilo Montoya Giraldo,A Mixed-Integer Quadratic Formulation of the Phase-Balancing Problem in Residential Microgrids,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1901,0001468037,Oscar Danilo Montoya Giraldo,Optimal Integration of Photovoltaic Sources in Distribution Networks for Daily Energy Losses Minimization Using the Vortex Search Algorithm,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1902,0001468037,Oscar Danilo Montoya Giraldo,Application of the Vortex Search Algorithm to the Phase-Balancing Problem in Distribution Systems,2021,Suiza,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
1903,0001468037,Oscar Danilo Montoya Giraldo,Dynamic Reactive Power Compensation in Power Systems through the Optimal Siting and Sizing of Photovoltaic Sources,2021,Suiza,Resources,Multidisciplinary Digital Publishing Institute MDPI,20799276,,Q2,No Clasificado
1904,0001468037,Oscar Danilo Montoya Giraldo,LQR-Based Adaptive Virtual Inertia for Grid Integration of Wind Energy Conversion System Based on Synchronverter Model,2021,,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1905,0001468037,Oscar Danilo Montoya Giraldo,Reduction of Losses and Operating Costs in Distribution Networks Using a Genetic Algorithm and Mathematical Optimization,2021,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1906,0001468037,Oscar Danilo Montoya Giraldo,On the mathematical modeling for optimal selecting of calibers of conductors in DC radial distribution networks: An MINLP approach,2021,Países Bajos,Electric Power Systems Research,Elsevier Bv,03787796,,Q1,No Clasificado
1907,0001468037,Oscar Danilo Montoya Giraldo,The Equivalence between Successive Approximations and Matricial Load Flow Formulations,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1908,0001468037,Oscar Danilo Montoya Giraldo,High impedance fault modeling and location for transmission line,2021,Países Bajos,Electric Power Systems Research,Elsevier Bv,03787796,,Q1,No Clasificado
1909,0001468037,Oscar Danilo Montoya Giraldo,Microgrids physics model-based fault location formulation: Analytic-based distributed energy resources effect compensation,2021,Países Bajos,Electric Power Systems Research,Elsevier Bv,03787796,,Q1,No Clasificado
1910,0001468037,Oscar Danilo Montoya Giraldo,Genetic-Convex Model for Dynamic Reactive Power Compensation in Distribution Networks Using D-STATCOMs,2021,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1911,0001468037,Oscar Danilo Montoya Giraldo,A Comparative Study on Power Flow Methods for Direct-Current Networks Considering Processing Time and Numerical Convergence Errors,2020,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1912,0001468037,Oscar Danilo Montoya Giraldo,Optimal Selection and Location of BESS Systems in Medium-Voltage Rural Distribution Networks for Minimizing Greenhouse Gas Emissions,2020,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1913,0001468037,Oscar Danilo Montoya Giraldo,Hybrid Optimization Strategy for Optimal Location and Sizing of DG in Distribution Networks,2020,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
1914,0001468037,Oscar Danilo Montoya Giraldo,Estimación de parámetros en transformadores monofásicos empleando medidas de tensión y corriente,2020,Colombia,Uis Ingenierías,Cefac Universidad Industrial De Santander,16574583,,No Clasificado,No Clasificado
1915,0001468037,Oscar Danilo Montoya Giraldo,Hybrid GA-SOCP Approach for Placement and Sizing of Distributed Generators in DC Networks,2020,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1916,0001468037,Oscar Danilo Montoya Giraldo,Vortex search and Chu-Beasley genetic algorithms for optimal location and sizing of distributed generators in distribution networks: A novel hybrid approach,2020,Turquía,"Engineering Science and Technology, an International Journal",Elsevier Bv,22150986,,Q1,No Clasificado
1917,0001468037,Oscar Danilo Montoya Giraldo,On the Matricial Formulation of Iterative Sweep Power Flow for Radial and Meshed Distribution Networks with Guarantee of Convergence,2020,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
1918,0001468037,Oscar Danilo Montoya Giraldo,On the Efficiency in Electrical Networks with AC and DC Operation Technologies: A Comparative Study at the Distribution Stage,2020,Suiza,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
1919,0001468037,Oscar Danilo Montoya Giraldo,Mixed-Integer Programming Model for Transmission Network Expansion Planning with Battery Energy Storage Systems (BESS),2020,Suiza,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
1920,0001468037,Oscar Danilo Montoya Giraldo,An MI-SDP Model for Optimal Location and Sizing of Distributed Generators in DC Grids That Guarantees the Global Optimum,2020,Suiza,Applied Sciences Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20763417,,Q2,No Clasificado
