COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
217344;Elvis Eduardo Gaona Garcia;Rural Microgrids and its potential application in Colombia ;2015;Inglaterra;RENEWABLE Y SUSTAINABLE ENERGY REVIEWS;PergamonElsevier Science Ltd;1364-0321               
217344;Elvis Eduardo Gaona Garcia;Antenas Fractales;2001;Colombia;INGENIERIA;;0121-750X               
217344;Elvis Eduardo Gaona Garcia;Arquitectura de acceso inalámbrica para redes WLAN mediante protocolos de Autenticación;2007;Colombia;Intekhnia;Ediciones Usta;1900-7612               
217344;Elvis Eduardo Gaona Garcia;Experimental Analysis of a Peregrine Falcon 3D Prototype with Oscillating Feathers;2023;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0937               
217344;Elvis Eduardo Gaona Garcia;Estimation of individual potato plants area and volume from uav-based multispectral images;2019;;IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE;Ieee Inst Electrical Electronics Engineers Inc;2473-2397               
217344;Elvis Eduardo Gaona Garcia;Remote Binaural System (RBS) for Noise Acoustic Monitoring;2023;;JOURNAL OF SENSOR AND ACTUATOR NETWORKS;Multidisciplinary Digital Publishing Institute MDPI;2224-2708               
217344;Elvis Eduardo Gaona Garcia;Redes de investigación científica: un esfuerzo en el desarrollo de conocimiento en conjunto;2013;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
217344;Elvis Eduardo Gaona Garcia;Diseño e implementación de un analizador para el protocolo AX.25;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
217344;Elvis Eduardo Gaona Garcia;Aproximación de la calidad de voz y cobertura en una red GSM de emergencia;2014;Colombia;Ciencia e Ingeniería Neogranadina;Universidad Militar Nueva Granada;0124-8170               
217344;Elvis Eduardo Gaona Garcia;Voice quality measurements on a GSM network through free software;2023;;ENTRE CIENCIA E INGENIERIA;;1909-8367               
217344;Elvis Eduardo Gaona Garcia;Implementation of End User Radio Key Performance Indicators Using Signaling Trace Data Analysis for Cellular Networks;2021;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0937               
217344;Elvis Eduardo Gaona Garcia;Development of low-cost ground control system for UAV-based mapping;2020;;IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE;Ieee Inst Electrical Electronics Engineers Inc;2473-2397               
217344;Elvis Eduardo Gaona Garcia;Cybersecurity in microgrids;2018;;IEEE International Conference on Cloud Computing, CLOUD;;2159-6190               
217344;Elvis Eduardo Gaona Garcia;Implementation of the AODV routing protocol for message notification in a wireless sensor microgrid;2018;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0937               
217344;Elvis Eduardo Gaona Garcia;Experimental Analysis of Oscillatory Vortex Generators in Wind Turbine Blade;2023;;Energies;;0395-3866               
217344;Elvis Eduardo Gaona Garcia;Sensor Modelling based on MDA Architecturefor Electrical Microgrids;2022;;Elementos;;2248-5252               
217344;Elvis Eduardo Gaona Garcia;Wireless Real-Time Data Acquisition System for Aerodynamic Characterization of a Wind Turbine;2023;;INGENIERIA;;0121-750X               
217344;Elvis Eduardo Gaona Garcia;Applied Computer Sciences in Engineering: 10th Workshop on Engineering Applications, WEA 2023, Cartagena, Colombia, November 1¿3, 2023, Proceedings;2023;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0937               
217344;Elvis Eduardo Gaona Garcia;Security Scheme for IoT Environments in Smart Grids;2018;;SMART INNOVATION SYSTEMS AND TECHNOLOGIES;Springer Science and Business Media Deutschland GmbH;2190-3026               
217344;Elvis Eduardo Gaona Garcia;Experimental Analysis of Bio-Inspired Vortex Generators on a Blade with S822 Airfoil;2023;;Energies;;0395-3866               
217344;Elvis Eduardo Gaona Garcia;Model of Learning Objects Exchange between LCMS Platforms through Intelligent Agents;2015;Colombia;INGENIERIA Y UNIVERSIDAD;Pontificia Universidad Javeriana;0123-2126               
217344;Elvis Eduardo Gaona Garcia;Visualization Techniques trough search interfaces in learning object repositories;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
217344;Elvis Eduardo Gaona Garcia;Medidas de calidad de Voz en una red GSM sobre Software Libre;2013;Colombia;ENTRE CIENCIA E INGENIERIA;;1909-8367               
217344;Elvis Eduardo Gaona Garcia;Infraestructura de comunicaciones en microrredes Eléctricas;2014;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
217344;Elvis Eduardo Gaona Garcia;Generación Automática de sistemas lógicos difusos (SLD) tipo mandani sobre microcontroladores de 8 Bits;2013;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
217344;Elvis Eduardo Gaona Garcia;Dispositivos de Conmutación Óptica en Redes de Nueva Generación;2013;Colombia;Ingenium;UNIVERSIDAD DE SAN BUENAVENTURA;0124-7492               
217344;Elvis Eduardo Gaona Garcia;Análisis teórico y experimental del comportamiento de supercondensadores, baterías de iones de litio y metal hidruro en un sistema solar fotovoltaico aislado;2017;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
217344;Elvis Eduardo Gaona Garcia;Plataforma de Seguridad basado en Autenticidad de Contenidos sobre conjunto de Especificaciones SCORM;2010;Colombia;INGENIERIA Y COMPETITIVIDAD;;0123-3033               
217344;Elvis Eduardo Gaona Garcia;Direccionamiento multicast y su aplicación a nivel de tráfico multimedial sobre redes de alta velocidad;2010;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
217344;Elvis Eduardo Gaona Garcia;Diseño de una antena microstrip basado en herramientas CAD;2009;Colombia;Intekhnia;Ediciones Usta;1900-7612               
217344;Elvis Eduardo Gaona Garcia;Red de sensores de sistemas de posicionamiento global para la georreferenciación de puntos terrestres.;2020;;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
217344;Elvis Eduardo Gaona Garcia;Visual guideline for agile creation of IoT applications for LoRaWAN networks;2020;Suiza;WORLD REVIEW OF SCIENCE TECHNOLOGY AND SUSTAINABLE DEVELOPMENT;Inderscience Enterprises Ltd;1741-2234               
217344;Elvis Eduardo Gaona Garcia;TDT DVB-T2 signal coverage in rural zones;2018;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
217344;Elvis Eduardo Gaona Garcia;Development and Testing of a Real-Time LoRawan Sniffer Based on GNU-Radio;2019;;TecnoLógicas;Instituto Tecnológico Metropolitano;2256-5337               
217344;Elvis Eduardo Gaona Garcia;CORRECCIÓN DE MODELO DE PROPAGACIÓN EN REDES DE TELEVISIÓN DIGITAL TERRESTRE EN ENTORNOS URBANOS;2019;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
217344;Elvis Eduardo Gaona Garcia;Algoritmo de Programación para Gestionar la Demanda de Cargadores de Baterías para Vehículos Eléctricos en un Esquema de Tarificación Variable;2019;Chile;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
217344;Elvis Eduardo Gaona Garcia;Modelos de predicción de propagación para señales de televisión en la banda UHF;2020;Chile;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
217344;Elvis Eduardo Gaona Garcia;Protocolos de encaminamiento de datos para uso en microrredes rurales aisladas;2020;Chile;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
217344;Elvis Eduardo Gaona Garcia;Modeling and testing of two-stage grid-connected photovoltaic micro-inverters;2016;Reino Unido;RENEWABLE ENERGY;PergamonElsevier Science Ltd;0960-1481               
217344;Elvis Eduardo Gaona Garcia;Modelado de sensores basado en la Arquitectura MDA para microrredes eléctricas;2016;Colombia;Elementos;Politécnico Grancolombiano Institución Universitaria;2027-923X               
217344;Elvis Eduardo Gaona Garcia;Algoritmo de encaminamiento con reconfiguración de topología para red de sensores inalámbricos aplicada a una Microrred en modo ¿Isla¿;2016;Colombia;UIS INGENIERIAS;;1657-4583               
217344;Elvis Eduardo Gaona Garcia;Esquemas de trasmisión de datos en una Microrred a través de una Infraestructura de medición avanzada;2016;Colombia;UIS INGENIERIAS;;1657-4583               
217344;Elvis Eduardo Gaona Garcia;Reconocimiento de voz humana aplicada a la domótica;2012;Colombia;Ingenium;UNIVERSIDAD DE SAN BUENAVENTURA;0124-7492               
217344;Elvis Eduardo Gaona Garcia;AGENTES INTELIGENTES PARA EL ACCESO A MATERIAL BIBLIOTECARIO A PARTIR DE DISPOSITIVOS MÓVILES;2014;Colombia;AMAZONIA INVESTIGA;;2322-6307               
217344;Elvis Eduardo Gaona Garcia;Interactividad en la televisión digital terrestre usando el canal de retorno Ethernet;2012;Colombia;Ingenium;UNIVERSIDAD DE SAN BUENAVENTURA;0124-7492               
217344;Elvis Eduardo Gaona Garcia;Modelamiento y simulación de las etapas de modulación digital y acceso al medio para un satélite de órbita baja;2008;Colombia;INGENIERIA;;0121-750X               
217344;Elvis Eduardo Gaona Garcia;Filtro Hairpin Convencional Bessel en Tecnología de Microcintas;2010;Colombia;Enterese;Universidad Manuela Beltrán;0122-7017               
217344;Elvis Eduardo Gaona Garcia;Análisis del Tráfico en una red Zigbee basado en el modelo Multicluster;2011;Colombia;Enterese;Universidad Manuela Beltrán;0122-7017               
217344;Elvis Eduardo Gaona Garcia;Prototipo informático para extracción de recursos digitales sobre Internet;2013;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
217344;Elvis Eduardo Gaona Garcia;Síntesis con agrupaciones circulares de dipolos;2004;Colombia;INGENIERIA;;0121-750X               
217344;Elvis Eduardo Gaona Garcia;De la síntesis con agrupaciones lineales a la síntesis con agrupaciones circulares;2003;Colombia;INGENIERIA;;0121-750X               
630080;Ricardo Alirio Gonzalez Bustamante;Artificial Intelligence, Case Study: Detection of Diabetic Retinopathy Through a Neuronal Networks in Citizens of Bogotá-Colombia;2022;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
630080;Ricardo Alirio Gonzalez Bustamante;Colombia, Case Study: Detection of Breast Cancer Through a Neuronal Network;2021;;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
630080;Ricardo Alirio Gonzalez Bustamante;TECNOLOGÍA OLED Y MOLED;2011;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
630080;Ricardo Alirio Gonzalez Bustamante;Development of a uml framework for smart cities with forecasting electrical consumption in Colombia;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
630080;Ricardo Alirio Gonzalez Bustamante;SISTEMA PILOTO DE INFORMACIÓN EN LÍNEA PARA INSTITUCIONES RURALES;2013;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
630080;Ricardo Alirio Gonzalez Bustamante;Propuesta de un protocolo de comunicaciones manet entre robots móviles usando teoría de nodos;2016;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
630080;Ricardo Alirio Gonzalez Bustamante;Sistema piloto de información en línea para instituciones rurales;2013;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
630080;Ricardo Alirio Gonzalez Bustamante;Smart cities in collaboration with the internet of things;2020;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
630080;Ricardo Alirio Gonzalez Bustamante;Government and governance in intelligent cities, smart transportation study case in Bogotá Colombia;2020;Egipto;AIN SHAMS ENGINEERING JOURNAL;Ain Shams University;2090-4479               
1392818;Jeniffer Paola Gracia Rojas;Evaluation of the production and extraction of polyhydroxybutyrate from volatile fatty acids by means of mixed cultures and B. cepacia;2024;Colombia;ENVIRONMENTAL RESEARCH;Academic Press Inc;1096-0953               
1392818;Jeniffer Paola Gracia Rojas;Revisión de modelos para determinar los efectos a la biodiversidad por el cambio climático;2013;Colombia;SELECCION;Aple Editores SA;0214-8927               
1392818;Jeniffer Paola Gracia Rojas;Model for the production of volatile fatty acids by acidogenic fermentation using MATLAB;2023;Reino Unido;PRODUCTION PLANNING Y CONTROL;Taylor and Francis Ltd;1366-5871               
1392818;Jeniffer Paola Gracia Rojas;Production of Polyhydroxyalkanoates using Volatile Fatty Acids from Municipal Wastewater Treatment Plant Sludge;2023;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Life cycle analysis for the production of volatile fatty acids from wastewater treatment plant sludge;2024;Reino Unido;COGENT ENGINEERING;Cogent OA;2331-1916               
1392818;Jeniffer Paola Gracia Rojas;Acidogenic Fermentation at a Thermophilic Temperature from Municipal Sewage Sludge for the Production of VFAs;2023;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Tendencias de la acumulación de biogás como fuente energética en la fase acidogénica de la producción de ácidos grasos volátiles a partir de lodos de aguas residuales municipales.;2022;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
1392818;Jeniffer Paola Gracia Rojas;Producción biológica de ácidos grasos volátiles a partir de lodo primario y lodo digerido de una planta de tratamiento de aguas residuales como fuente de productos biopolímeros en la industria militar;2022;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
1392818;Jeniffer Paola Gracia Rojas;"Economic valuation of ecosystem services of a cultural order in micro-basin of Las Delicias"" brook in Bogotá""";2023;Reino Unido;INTERNATIONAL JOURNAL OF SUSTAINABLE SOCIETY;Inderscience Enterprises Ltd;1756-2546               
1392818;Jeniffer Paola Gracia Rojas;Pilot-Scale Assessment of Biohydrogen and Volatile Fatty Acids Production via Dark Fermentation of Residual Biomass;2022;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Strategic plan for the operating processes of the Cachipay (Cundinamarca) Drinking Water Treatment Plant;2022;Colombia;Cuadernos Latinoamericanos De Administración;;2248-6011               
1392818;Jeniffer Paola Gracia Rojas;Health and Safety Management System in Methalmechanic Sector;2022;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;A Comprehensive Environmental Analysis in a Company of the Graphic Arts Sector;2022;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Analysis of Quality Management, Industrial Safety and Environmental Performance in the Home Appliances Industries, Bogotá-Colombia;2022;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Application of Quality, Safety and Environmental Management Tools in Industrial Companies from the Litographic Sector;2022;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Evaluación del turismo deportivo en la ciudad de Cartagena-Colombia desde la gestión ambiental y las tecnologías de la información y la comunicación;2020;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
1392818;Jeniffer Paola Gracia Rojas;Aerial biomass stored in Ficus soatensis and Tecoma stans in the locality of Puente Aranda, Bogota, Colombia ;2015;Colombia;Revista De Investigación Agraria Y Ambiental;Departamento De Publicaciones De La Unad;2145-6097               
1392818;Jeniffer Paola Gracia Rojas;Volatile Fatty Acids Production from Fermentation of Waste Activated Sludge;2020;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;AMOUNT OF CARBON STORED IN THE SPECIES FICUS SOATENSIS AND TECOMA STANS ESTABLISHED IN THE LOCALITY OF PUENTE ARANDA, BOGOTA D.C;2018;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Formulation of strategies for the implementation of Integral Management System based on ISO 9001:2015 and 14001:2015 in the company Surtiapliques (Bogotá-Colombia);2018;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;Application of Cleaner Production for Environmental Management in Mezcauchos SAS;2018;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
1392818;Jeniffer Paola Gracia Rojas;ANALYSIS OF VULNERABILITY AND RISK OF QUEBRADA GRANDE OF SAN ANTONIO DEL TEQUENDAMA-CUNDINAMARCA;2018;Colombia;Revista De Investigación Agraria Y Ambiental;Departamento De Publicaciones De La Unad;2145-6453               
1392818;Jeniffer Paola Gracia Rojas;Analysis of Operational Risks in the Storage of Liquid Ammonium Nitrate in a Petrochemical Plant, through the HAZOP Methodology;2018;Italia;CHEMICAL ENGINEERING TRANSACTIONS;Italian Association of Chemical Engineering  AIDIC;2283-9216               
903868;Esteban De Jesús Hernández Barragán;CyberColombia: a Regional Initiative to Teach HPC and Computational Sciences;2021;Ecuador;ACI AVANCES EN CIENCIAS E INGENIERIAS;;2528-7788               
903868;Esteban De Jesús Hernández Barragán;Parallel programming languages on heterogeneous architectures using openmpc, ompss, openacc and openmp;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1164023;Jhon Francined Herrera Cubides;Design, control and management of a interconnecting link between Medellin and Bogotá through a network of DWDM fiber optic of latest technology;2015;Colombia;Scientia Et Technica;Editorial Universidad Tecnológica de Pereira;0122-1701               
1164023;Jhon Francined Herrera Cubides;Desarrollo de un Modelo Predictivo para la Estimación del Comportamiento de Variables en una Infraestructura de Red;2015;Chile;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
1164023;Jhon Francined Herrera Cubides;Standardization Initiatives in the Production of Virtual Learning Objects;2014;Brasil;Journal of Information Systems and Technology Management;Institute Of Electrotechnics And Energy Of The University Of Sao Paulo;1807-1775               
1164023;Jhon Francined Herrera Cubides;Un Viaje a través de Bases de Datos Espaciales NoSQL;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1164023;Jhon Francined Herrera Cubides;Handoff process simulation by Network Simulator 2 in Mobile Telematic Networks with IPV6;2014;Colombia;TECCIENCIA;;1909-3667               
1164023;Jhon Francined Herrera Cubides;The Relevance of Open Data Principles for the Web of Data;2023;;JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Hindawi Publishing Corporation;2090-0147               
1164023;Jhon Francined Herrera Cubides;Evaluation of the performance of Techniques to transmit IPv6 Data through IPv4 Networks;2013;Colombia;TECCIENCIA;;1909-3667               
1164023;Jhon Francined Herrera Cubides;Improving OER descriptions to enhance their availability, reuse, and enrichment;2021;Estados Unidos;EDUCATION AND INFORMATION TECHNOLOGIES;Kluwer Academic Publishers;1360-2357               
1164023;Jhon Francined Herrera Cubides;Estrategias para Integrar Aplicaciones;2011;Colombia;INVENTUM;Corporación Universitaria Minuto de Dios;1909-2520               
1164023;Jhon Francined Herrera Cubides;TEACH-ME: implementation of mobile environments to the teach - learning process;2011;Brasil;Journal of Information Systems and Technology Management;Institute Of Electrotechnics And Energy Of The University Of Sao Paulo;1807-1775               
1164023;Jhon Francined Herrera Cubides;Knowledge Appropriation between Private Education Institutions: Cupi2 Project transfer form UNIANDES to UNIMINUTO;2010;Brasil;Journal of Information Systems and Technology Management;Institute Of Electrotechnics And Energy Of The University Of Sao Paulo;1807-1775               
1164023;Jhon Francined Herrera Cubides;Principales Indicadores en Ciencia, Tecnología e innovación y su capacidad en medir el impacto de las políticas públicas;2015;Colombia;Gerencia Tecnologica Informatica  Gti;Division Editorial Y Publicaciones Universidad Industrial De Santander;1657-8236               
1164023;Jhon Francined Herrera Cubides;Una Mirada a la Web de los Datos. Caso de Estudio: Consumo de Servicios CKAN;2017;Colombia;INGENIERIA;;0121-750X               
1164023;Jhon Francined Herrera Cubides;Implementación de la Técnica de los K-Vecinos en un Algoritmo Recomendador para un Sistema de Compras Utilizando NFC y Android;2017;Colombia;INGE CUC;;0122-6517               
1164023;Jhon Francined Herrera Cubides;Open-Source Intelligence Educational Resources: A Visual Perspective Analysis;2020;Suiza;APPLIED SCIENCES BASEL;Multidisciplinary Digital Publishing Institute MDPI;2076-3417               
1164023;Jhon Francined Herrera Cubides;Transferencia y apropiación del proyecto Cupi2 de Uniandes a Uniminuto.;2008;Colombia;INVENTUM;Corporación Universitaria Minuto de Dios;1909-2520               
1164023;Jhon Francined Herrera Cubides;Las Vulnerabilidades de Seguridad en DNS;2009;Colombia;INVENTUM;Corporación Universitaria Minuto de Dios;1909-2520               
1164023;Jhon Francined Herrera Cubides;Apropiación de Conocimiento en Instituciones de Educación Superior Privadas;2008;Colombia;Paradigma Revista En Construcción De Software;;2011-0065               
1164023;Jhon Francined Herrera Cubides;Security Aspects in Web of Data Based on Trust Principles. A brief of Literature Review;2019;Pakistán;INTERNATIONAL JOURNAL OF COMMUNICATION NETWORKS AND INFORMATION SECURITY;Institute of Information Technology, Kohat University of Science and Technology;2073-607X               
1164023;Jhon Francined Herrera Cubides;Tendencias en la formación en ingeniería de sistemas y afines;2013;Colombia;INVENTUM;Corporación Universitaria Minuto de Dios;2590-8219               
1164023;Jhon Francined Herrera Cubides;Proposal for a busy wait bolt semaphore algorithm controlled to handle interlocking in Android;2015;;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1164023;Jhon Francined Herrera Cubides;A Fuzzy Logic Model Based on Web of Trust to Access Linked Open Data Resources;2019;;ADVANCED SCIENCE LETTERS;American Scientific Publishers;1936-6612               
1164023;Jhon Francined Herrera Cubides;Uso de lógica difusa como estrategia para evaluar la confianza y accesibilidad de los DataSet publicados en SPARQL Endpoints;2018;Colombia;Revista Avances Investigacion En Ingenieria;Publicaciones Universidad Libre;1794-4953               
1164023;Jhon Francined Herrera Cubides;Confidence level evaluation of LODresources on CKANinstances;2019;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
1164023;Jhon Francined Herrera Cubides;LMS SaaS: Una Alternativa para la Formación Virtual;2019;Chile;INGENIARE;Universidad De Tarapaca;0718-3291               
1164023;Jhon Francined Herrera Cubides;Towards the Construction of a User Unique Authentication Mechanism on LMS Platforms through Model-Driven Engineering (MDE);2019;;SCIENTIFIC PROGRAMMING;Hindawi Limited;1058-9244               
1164023;Jhon Francined Herrera Cubides;VACIT: Tool for Consumption, Analysis and Machine Learning for LOD Resources on CKAN Instances;2018;Marruecos;SMART INNOVATION SYSTEMS AND TECHNOLOGIES;Springer Science and Business Media Deutschland GmbH;2190-3018               
1164023;Jhon Francined Herrera Cubides;Abstracción del mundo de linked data;2019;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
1164023;Jhon Francined Herrera Cubides;A Fuzzy Logic Model Based on Web of Trust to Access Linked Open Data Resources;2019;;ADVANCED SCIENCE LETTERS;American Scientific Publishers;1936-6612               
1164023;Jhon Francined Herrera Cubides;Uso de lógica difusa como estrategia para evaluar la confianza y accesibilidad de los DataSet publicados en SPARQL Endpoints;2018;Colombia;Revista Avances Investigacion En Ingenieria;Publicaciones Universidad Libre;1794-4953               
1164023;Jhon Francined Herrera Cubides;Evaluation of the Linked Open Data Quality Based on a Fuzzy Logic Model;2018;Grecia;IFIP ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY;Springer New York;1868-4238               
1164023;Jhon Francined Herrera Cubides;A fuzzy logic system to evaluate levels of trust on linked open data resources;2018;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD DE ANTIOQUIA;Universidad De Antioquia;0120-6230               
1164023;Jhon Francined Herrera Cubides;Linked Data: Qué sucede con la Heterogeneidad y la Interoperabilidad;2018;Colombia;Scientia Et Technica;Editorial Universidad Tecnológica de Pereira;0122-1701               
1429722;Andres Camilo Jimenez Alvarez;Evaluation of QoS and QoE for H.264/SVC Video Transmission with DCF and EDCA;2014;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1429722;Andres Camilo Jimenez Alvarez;A Decentralized Framework for Multi-Agent Robotic Systems;2018;Suiza;SENSORS;Multidisciplinary Digital Publishing Institute MDPI;1424-8220               
1429722;Andres Camilo Jimenez Alvarez;Design And Construction of an Electrocardiogram with Visualization of Data in an App;2017;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1429722;Andres Camilo Jimenez Alvarez;Methodology Design of Computational Experiments Founded on Design-based Science Case Study: Motion Models;2016;Alemania;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;Kassel University Press GmbH;1861-2121               
1429722;Andres Camilo Jimenez Alvarez;Decentralized model for autonomous robotic systems based on Wireless Sensor Networks;2016;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1429722;Andres Camilo Jimenez Alvarez;Manipulation of Polymorphic Objects using Two Robotic Arms through CNN Networks;2019;Indonesia;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1429722;Andres Camilo Jimenez Alvarez;Pedestrian counting estimation based on fractal dimension;2019;Países Bajos;HELIYON;Cell Press;2405-8440               
1429722;Andres Camilo Jimenez Alvarez;A vision-based measurement model for instruments without internet connectivity;2018;Reino Unido;COMPUTERS Y ELECTRICAL ENGINEERING;PergamonElsevier Science Ltd;0045-7906               
1429722;Andres Camilo Jimenez Alvarez;Decentralized Online Simultaneous Localization and Mapping for Multi-Agent Systems;2018;Suiza;SENSORS;Multidisciplinary Digital Publishing Institute MDPI;1424-8220               
1344169;Robinson Jimenez Moreno;Prediction system of erythemas for phototypes i and ii, using deep-learning;2015;Colombia;VITAE;Universidad De Antioquia;0121-4004               
1344169;Robinson Jimenez Moreno;Design of a Bio-Inspired Equine Robot Prototype;2016;India;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1344169;Robinson Jimenez Moreno;Visual representation of 8+ bit data through the use of a pseudo-coloring algorithm and a non-linear interpolated color gradient palette;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
