;Unnamed: 0.1;Unnamed: 0;COD_RH;                 GRUPO;                TITULO CAPITULO;                PAIS;                ISBN;                AÑO;                AUTORES;Unnamed: 7
112;112;112;858;NIDE - Nucleo de Investigación en Datos Espaciales; Colombia: Development of a Prototype Web-based GIS Application for Teaching Geography;Estados Unidos;978-94-007-2119-7;2012; LUZ ANGELA ROCHA SALAMANCA, NATALIA ANDREA DIAZ VEGA;
113;113;113;858;NIDE - Nucleo de Investigación en Datos Espaciales; Segmentation of Remotely Sensed Imagery: Moving from Sharp Objects to Fuzzy Regions;Inglaterra;978-953-307-228-9;2011; IVAN LIZARAZO SALCEDO;
114;114;114;858;NIDE - Nucleo de Investigación en Datos Espaciales; EFECTO WILSON - BAPPU: UN METODO DE DETERMINACION DE DISTANCIA ESTELAR;Colombia;958-714-180-6;2008; HERNAN ENRIQUE GARRIDO VERTEL;
115;115;115;858;NIDE - Nucleo de Investigación en Datos Espaciales; Fuzzy Regions for Handling Uncertainty in Remote Sensing Image Segmentation;Alemania;0;2008; IVAN LIZARAZO SALCEDO;
116;116;116;858;NIDE - Nucleo de Investigación en Datos Espaciales; Plan de Manejo Ambiental del complejo de Ciénagas El Totum,o, Guájaro y El Jobo en la ecorregión estratégica del Canal del Dique;Colombia;0;2002; CLAUDIA BERENICE ROJAS RINCON;
117;117;117;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Gamification: Preserving Cultural Heritage Through Immersive Scenarios and Second Language Strengthening;Colombia;978-981-33-4256-9;2022; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
118;118;118;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Application of Smart Contracts in Online Product Procurement;Colombia;978-981-16-9271-0;2022; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
119;119;119;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Time Series for Evaluation of Performance Metrics as of Interaction with an AR-Sandbox Using Brain Computer Interfaces;Colombia;978-3-030-96292-0;2022; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, ANDRES OVIDIO RESTREPO RODRIGUEZ;
120;120;120;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Decentralized Application for the Classification of Products Based on IPFS and Blockchain;Alemania;978-981-16-3411-6;2022; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
121;121;121;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Decentralized Application for the Classification of Hotels Based on IPFS and Blockchain;Singapur;978-981-33-4256-9;2020; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
122;122;122;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Analysis of Low-Cost Wireless Sensors Model for Weather Monitoring Based on IoT;Singapur;978-3-030-53021-1;2020; PAULO ALONSO GAONA GARCIA;
123;123;123;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Unique Authentication Model for the Management and Visualization of Web Components oriented to Services through LMS Platforms;Estados Unidos;9,7899E+12;2020; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, GEINER ALEXIS SALCEDO SALGADO;
124;124;124;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Prediction model for energy consumption and generation based on artificial neural network;Estados Unidos;9,7899E+12;2020; PAULO ALONSO GAONA GARCIA, ELVIS EDUARDO GAONA GARCIA;
125;125;125;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Image Recognition Model over Augmented Reality Based on Convolutional Neural Networks Through Color-Space Segmentation;Singapur;978-3-030-17795-9;2019; PAULO ALONSO GAONA GARCIA, ANDRES OVIDIO RESTREPO RODRIGUEZ, CARLOS ENRIQUE MONTENEGRO MARIN;
126;126;126;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Segmentation Methods for Image Classification Using a Convolutional Neural Network on AR-Sandbox;Grecia;978-3-030-19823-7;2019; ANDRES OVIDIO RESTREPO RODRIGUEZ, ADRIANA CAROLINA GOMEZ ACOSTA, CARLOS ENRIQUE MONTENEGRO MARIN, DANIEL ESTEBAN CASAS MATEUS, PAULO ALONSO GAONA GARCIA;
127;127;127;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Segmentation Methods for Image Classification Using a Convolutional Neural Network on AR-Sandbox;Grecia;978-3-319-92006-1;2019; PAULO ALONSO GAONA GARCIA, ANDRES OVIDIO RESTREPO RODRIGUEZ, CARLOS ENRIQUE MONTENEGRO MARIN;
128;128;128;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Image Recognition Model over Augmented Reality Based on Convolutional Neural Networks Through Color-Space Segmentation;Estados Unidos;978-3-030-17795-9;2019; ANDRES OVIDIO RESTREPO RODRIGUEZ, CARLOS ENRIQUE MONTENEGRO MARIN, DANIEL ESTEBAN CASAS MATEUS, PAULO ALONSO GAONA GARCIA;
129;129;129;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Design of a Computational Model for Organizational Learning in Research and Development Centers (R&D);Singapur;978-3-030-03927-1;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA, JOSE FERNANDO LOPEZ QUINTERO;
130;130;130;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Model Based on Support Vector Machine for the Estimation of the Heart Rate Variability;Grecia;978-3-030-01420-9;2018; PAULO ALONSO GAONA GARCIA;
131;131;131;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Design of a Computational Model for Organizational Learning in Research and Development Centers (R&D) ;Perú;978-3-030-03927-1;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA, JOSE FERNANDO LOPEZ QUINTERO;
132;132;132;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; 3d immersive environments to support training activities through fine motor therapy;España;978-84-09-05948-5;2018; ANDRES OVIDIO RESTREPO RODRIGUEZ, PAULO ALONSO GAONA GARCIA;
133;133;133;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; ICERI2018 Proceedings;España;978-84-09-05948-5;2018; ANDRES OVIDIO RESTREPO RODRIGUEZ, CARLOS ENRIQUE MONTENEGRO MARIN, MADDYZETH ARIZA RIANO, PAULO ALONSO GAONA GARCIA;
134;134;134;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Security Scheme for IoT Environments in Smart Grids;Marruecos;978-3-030-03576-1;2018; PAULO ALONSO GAONA GARCIA, ELVIS EDUARDO GAONA GARCIA;
135;135;135;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; IOT System for Self-diagnosis of Heart Diseases Using Mathematical Evaluation of Cardiac Dynamics Based on Probability Theory;Marruecos;978-3-030-03576-1;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
136;136;136;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Implementation of the AODV Routing Protocol for Message Notification in a Wireless Sensor Microgrid;Suiza;9,78303E+12;2018; PAULO ALONSO GAONA GARCIA, ELVIS EDUARDO GAONA GARCIA;
137;137;137;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Proposal of a computational intelligence prediction model based on Internet of Things technologies;China;978-1-5386-8543-3;2018; PAULO ALONSO GAONA GARCIA;
138;138;138;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Fuzzy logic-based model for the prevention of structural fires on urban buildings using mobile devices and IoT technologies;China;978-1-5386-8543-3;2018; PAULO ALONSO GAONA GARCIA;
139;139;139;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; IOT quality of service based in link channel optimization in Wireless Sensor Networks;China;978-1-5386-8543-3;2018; PAULO ALONSO GAONA GARCIA;
140;140;140;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Cybersecurity In Microgrids;España;978-1-5386-7810-7;2018; ELVIS EDUARDO GAONA GARCIA, PAULO ALONSO GAONA GARCIA;
141;141;141;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Usability of Big Data Resources in Visual Search Interfaces of Repositories Based on KOS;Japón;978-1-4503-6474-4;2018; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, ELVIS EDUARDO GAONA GARCIA, ADRIANA CAROLINA GOMEZ ACOSTA;
142;142;142;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Evaluation of the Linked Open Data Quality Based on a Fuzzy Logic Model;Grecia;978-3-319-92006-1;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES;
143;143;143;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; A Proposal to a Decision Support System Using Learning Analytics;España;978-1-5386-2957-4;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
144;144;144;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; VACIT: Tool for Consumption, Analysis and Machine Learning for LOD Resources on CKAN Instances;Marruecos;978-3-030-03576-1;2018; JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA;
145;145;145;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL; Entorno web para negociación e intercambio electrónico de recursos de aprendizaje entre instituciones de educación;España;978-84-697-5239-5;2017; PAULO ALONSO GAONA GARCIA;
146;146;146;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); ESTRUCTURA Y FOMENTO DE LA AUTOORGANIZACIÓN EMPRESARIAL DESDE EL CONCEPTO DE AGILIDAD;Colombia;978-958-5431-23-2;2020; LUZ ESPERANZA BOHORQUEZ AREVALO;
147;147;147;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Evaluación de rutas de personal asistencial en el cuidado a la salud domiciliaria mediante programación matemática y simulación multiagente;Colombia;9,78959E+12;2020; JULIAN ALBERTO ESPEJO DIAZ, EDUYN RAMIRO LOPEZ SANTANA, WILLIAM JAVIER GUERRERO RUEDA;
148;148;148;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Propuesta algor¿tmica para la validaci¿n de un modelo de gesti¿n de capacidades tecnol¿gicas en un caso de estudio de generadoras el¿ctricas en Colombia y M¿xico;México;978-1-939982-55-1;2020; FABIOLA SAENZ BLANCO;
149;149;149;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Propuesta metodol¿gica para determinar las capacidades tecnol¿gicas necesarias para el montaje de una subestaci¿n de doble barra, barra principal y barra de reserva m¿s by pass;México;978-1-939982-44-5;2020; FABIOLA SAENZ BLANCO;
150;150;150;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Tendencias en la toma de decisiones en ingeniería de servicios;Colombia;9,78959E+12;2019; EDUYN RAMIRO LOPEZ SANTANA, WILLIAM CAMILO RODRIGUEZ VASQUEZ, DAVID ALEJANDRO GUERRERO PIRATEQUE;
151;151;151;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Planning Methodological Framework for Humanitarian Aid System in Colombia;Colombia;9,78152E+12;2019; FEIZAR RUEDA VELASCO, KAROL VIVIANA MORENO VALBUENA, LEONARDO JOSE GONZALEZ RODRIGUEZ;
152;152;152;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Methodology for the Design of Traceability System in Food Assistance Supply Chains: Case Bienestarina, Colombia;Estados Unidos;9,78152E+12;2019; FEIZAR RUEDA VELASCO, WILSON ADARME JAIMES, ANGIE YASBLEIDY MONSALVE SALAMANCA;
153;153;153;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); MODELO PARA LA GESTI¿N DE CAPACIDADES TECNOL¿GICAS EN LAS ORGANIZACIONES;México;978-1-939982-44-5;2019; FABIOLA SAENZ BLANCO;
154;154;154;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Capacidades tecnológicas necesarias para el montaje de un a subestación de doble barra, Barra principal y barra de reserva más by pass;;978-1-939982-44-5;2019; FABIOLA SAENZ BLANCO;
155;155;155;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); ACTIVOS TECNOL¿GICOS ESTRETEGICOS PARA MEJORAR EL DESPACHO IDEAL DE UNA RED EL¿CTRICA UTILIZANDO MATRIZ DE MCKINSEY Y LA HERRAMIENTA LINPROG DE MATLAB;México;978-1-939982-44-5;2019; FABIOLA SAENZ BLANCO;
156;156;156;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Propuesta metodológica para determinar las capacidades tecnológicas necesarias en el montaje de una subestación electrica;México;9,78194E+12;2018; FABIOLA SAENZ BLANCO;
157;157;157;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Propuesta Metodológica para Determinar las Capacidades Tecnológicas Estratégicas Necesarias del Montaje de una Subestación Eléctrica de Transformación, con configuración Europea;México;9,78194E+12;2018; FABIOLA SAENZ BLANCO;
158;158;158;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Propuesta metodol¿gica para determinar las capacidades tecnol¿gicas estrat¿gicas necesarias del montaje de una subestaci¿n el¿ctrica de transformaci¿n, con configuraci¿n Europea de doble barra (barra principal y de transferencia);México;1946-5351;2018; FABIOLA SAENZ BLANCO;
159;159;159;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); Laboratorios de aprendizaje empresarial;España;84-481-3966-6;2003; GERMAN MENDEZ GIRALDO;
160;160;160;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES); ADMINISTRACION Y GESTION DE LA PRODUCCION;Colombia;0;2001; GERMAN MENDEZ GIRALDO;
161;161;161;16507;ITI: Innovación en Tecnologías de Información; A BIO-INSPIRED-BASED SALP SWARM ALGORITHM ENABLED WITH DEEP LEARNING FOR ALZHEIMER'S CLASSIFICATION;Alemania;978-3-031-46813-1;2023; HECTOR ARTURO FLOREZ FERNANDEZ;
162;162;162;16507;ITI: Innovación en Tecnologías de Información; MULTIPLE COLOUR DETECTION OF RGB IMAGES USING MACHINE LEARNING ALGORITHM;Alemania;978-3-031-19647-8;2022; HECTOR ARTURO FLOREZ FERNANDEZ;
163;163;163;16507;ITI: Innovación en Tecnologías de Información; INTERNET OF THINGS WITH WEARABLE DEVICES AND ARTIFICIAL INTELLIGENCE FOR ELDERLY UNINTERRUPTED HEALTHCARE MONITORING SYSTEMS;Alemania;978-3-031-19647-8;2022; HECTOR ARTURO FLOREZ FERNANDEZ;
164;164;164;16507;ITI: Innovación en Tecnologías de Información; AESRSA: A NEW CRYPTOGRAPHY KEY FOR ELECTRONIC HEALTH RECORD SECURITY;Alemania;978-3-031-19647-8;2022; HECTOR ARTURO FLOREZ FERNANDEZ;
165;165;165;16507;ITI: Innovación en Tecnologías de Información; CEREBROSPINAL FLUID CONTAINERS NAVIGATOR. A SYSTEMATIC LITERATURE REVIEW;Alemania;978-3-031-10548-7;2022; FERNANDO YEPES CALDERON, HECTOR ARTURO FLOREZ FERNANDEZ;
166;166;166;16507;ITI: Innovación en Tecnologías de Información; ARCHITECTURAL APPROACH FOR GOOGLE SERVICES INTEGRATION;Alemania;978-3-030-89654-6;2021; HECTOR ARTURO FLOREZ FERNANDEZ;
167;167;167;16507;ITI: Innovación en Tecnologías de Información; AN EXPERIMENTAL COMPARISON OF ALGORITHMS FOR NODES CLUSTERING IN A NEURAL NETWORK OF CAENORHABDITIS;Alemania;978-3-030-87013-3;2021; JORGE EDUARDO HERNANDEZ RODRIGUEZ, HECTOR ARTURO FLOREZ FERNANDEZ;
168;168;168;16507;ITI: Innovación en Tecnologías de Información; ARTIFICIAL INTELLIGENCE AND DATA SCIENCE IN THE DETECTION, DIAGNOSIS, AND CONTROL OF COVID-19: A SYSTEMATIC MAPPING STUDY;Alemania;978-3-030-87013-3;2021; HECTOR ARTURO FLOREZ FERNANDEZ;
169;169;169;16507;ITI: Innovación en Tecnologías de Información; A COMPUTER-BASED APPROACH TO STUDY THE GAUSSIAN MOAT PROBLEM	;Alemania;978-3-030-61701-1;2020; ALEJANDRO CARDENAS AVENDANO, HECTOR ARTURO FLOREZ FERNANDEZ;
170;170;170;16507;ITI: Innovación en Tecnologías de Información; PROSTATE CANCER DIAGNOSIS AUTOMATION USING SUPERVISED ARTIFICIAL INTELLIGENCE. A SYSTEMATIC LITERATURE REVIEW	;Alemania;978-3-030-61701-1;2020; FERNANDO YEPES CALDERON, HECTOR ARTURO FLOREZ FERNANDEZ;
171;171;171;16507;ITI: Innovación en Tecnologías de Información; A SECURED PRIVATE-CLOUD COMPUTING SYSTEM;Alemania;9,78303E+12;2019; HECTOR ARTURO FLOREZ FERNANDEZ;
172;172;172;16507;ITI: Innovación en Tecnologías de Información; Manual Segmentation Errors in Medical Imaging. Proposing a Reliable Gold Standard;España;9,78303E+12;2019; FERNANDO YEPES CALDERON;
173;173;173;16507;ITI: Innovación en Tecnologías de Información; DYNAMIC INTERFACE AND ACCESS MODEL BY DEAD TOKEN FOR IOT SYSTEMS	;Alemania;9,78303E+12;2019; HECTOR ARTURO FLOREZ FERNANDEZ, JORGE EDUARDO HERNANDEZ RODRIGUEZ, KAREN GISELLE DAZA ALVARADO;
174;174;174;16507;ITI: Innovación en Tecnologías de Información; COMPARATIVE ANALYSIS OF THREE OBSTACLE DETECTION AND AVOIDANCE ALGORITHMS FOR A COMPACT DIFFERENTIAL DRIVE ROBOT I N V-REP;Alemania;9,78303E+12;2019; HECTOR ARTURO FLOREZ FERNANDEZ;
175;175;175;16507;ITI: Innovación en Tecnologías de Información; BIOINFORMATICS METHODS TO DISCOVER ANTIVIRALS AGAINST ZIKA VIRUS	;Alemania;9,78303E+12;2019; KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ;
176;176;176;16507;ITI: Innovación en Tecnologías de Información; HUMAN FACTORS IN AUTOMATED ANALYSIS FOR ENTERPRISE MODELS;Estados Unidos;9,7818E+12;2019; HECTOR ARTURO FLOREZ FERNANDEZ;
177;177;177;16507;ITI: Innovación en Tecnologías de Información; AUTOMATIC CODE GENERATION SYSTEM FOR TRANSACTIONAL WEB APPLICATIONS;Alemania;978-3-030-24307-4;2019; HECTOR ARTURO FLOREZ FERNANDEZ, EDWARTH ORLANDO GARCIA TOVAR, DEISY MUNOZ VARGAS;
178;178;178;16507;ITI: Innovación en Tecnologías de Información; HARDWARE AND SOFTWARE SYSTEM FOR HYDRIC ESTIMATION AND CROP IRRIGATION SCHEDULING;Alemania;978-3-030-24307-4;2019; HECTOR ARTURO FLOREZ FERNANDEZ, JORGE EDUARDO HERNANDEZ RODRIGUEZ, KAREN GISELLE DAZA ALVARADO;
179;179;179;16507;ITI: Innovación en Tecnologías de Información; MOBILE BASED APPROACH FOR ACCIDENT REPORTING;Alemania;978-3-030-05531-8;2018; HECTOR ARTURO FLOREZ FERNANDEZ, LUIS FELIPE WANUMEN SILVA, JUDY MARCELA MORENO OSPINA;
180;180;180;16507;ITI: Innovación en Tecnologías de Información; DRAFTING ENTERPRISE MODELS;Estados Unidos;9,78152E+12;2018; HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO;
181;181;181;16507;ITI: Innovación en Tecnologías de Información; MODEL DRIVEN ENGINEERING APPROACH TO CONFIGURE SOFTWARE REUSABLE COMPONENTS;Alemania;9,78303E+12;2018; HECTOR ARTURO FLOREZ FERNANDEZ;
182;182;182;16507;ITI: Innovación en Tecnologías de Información; APPLYING THE FLIPPED CLASSROOM MODEL USING A VLE FOR FOREIGN LANGUAGES LEARNING;Alemania;9,78303E+12;2018; OSCAR ALEXANDER MENDEZ AGUIRRE, HECTOR ARTURO FLOREZ FERNANDEZ;
183;183;183;16507;ITI: Innovación en Tecnologías de Información; BIOINFORMATICS APPROACH TO ANALYZE INFLUENZA VIRUSES;Alemania;9,78303E+12;2018; KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ;
184;184;184;16507;ITI: Innovación en Tecnologías de Información; MODEL DRIVEN ENGINEERING APPROACH TO MANAGE PERIPHERALS IN MOBILE DEVICES;Alemania;978-3-319-95170-6;2018; HECTOR ARTURO FLOREZ FERNANDEZ;
185;185;185;16507;ITI: Innovación en Tecnologías de Información; AN APPROACH OF A FRAMEWORK TO CREATE WEB APPLICATIONS;Alemania;978-3-319-95170-6;2018; HECTOR ARTURO FLOREZ FERNANDEZ, DANIEL ESTEBAN SANCHEZ RODRIGUEZ, OSCAR ALEXANDER MENDEZ AGUIRRE;
186;186;186;16507;ITI: Innovación en Tecnologías de Información; IMPROVING GAME MODELING FOR THE QUORIDOR GAME STATE USING GRAPH DATABASES;Alemania;978-3-319-73449-1;2018; DANIEL ESTEBAN SANCHEZ RODRIGUEZ, HECTOR ARTURO FLOREZ FERNANDEZ;
187;187;187;16507;ITI: Innovación en Tecnologías de Información; ARCHITECTURAL APPROACHES FOR PHONEMES RECOGNITION SYSTEMS;Alemania;9,78303E+12;2018; LUIS FELIPE WANUMEN SILVA, HECTOR ARTURO FLOREZ FERNANDEZ;
188;188;188;16507;ITI: Innovación en Tecnologías de Información; A WEB-BASED APPROACH FOR ANALYZING MICROORGANISM SEQUENCES;Alemania;9,78332E+12;2017; KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ;
189;189;189;16507;ITI: Innovación en Tecnologías de Información; ANALYSIS OF IMPRECISE ENTERPRISE MODELS;Alemania;978-3-319-39428-2;2016; MARIO EDUARDO SANCHEZ PUCCINI, HECTOR ARTURO FLOREZ FERNANDEZ, JORGE ALBERTO VILLALOBOS SALCEDO;
190;190;190;16507;ITI: Innovación en Tecnologías de Información; EXTENSIBLE MODEL-BASED APPROACH FOR SUPPORTING AUTOMATIC ENTERPRISE ANALYSIS;Estados Unidos;978-1-4799-5470-4;2014; HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO;
191;191;191;16507;ITI: Innovación en Tecnologías de Información; IARCHIMATE: A TOOL FOR MANAGING IMPERFECTION IN ENTERPRISE MODELS;Estados Unidos;978-1-4799-5467-4;2014; HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO;
192;192;192;16507;ITI: Innovación en Tecnologías de Información; SUPPORTING DRAFTS FOR ENTERPRISE MODELING;Estados Unidos;978-1-4799-6717-9;2014; HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO;
193;193;193;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Energy Efficiency: characteristics that allow the reduction of greenhouse gases in Smart Cities;Colombia;978-958-44-5254-2;2022; ROBERTO FERRO ESCOBAR;
194;194;194;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Monitoring through ICT of Mobility: technological collaborative feature to incorporate IoT in a Smart City;Colombia;978-958-44-5254-2;2022; ROBERTO FERRO ESCOBAR;
195;195;195;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Artificial Intelligence, Case Study: Detection of Diabetic Retinopathy Through a Neuronal Networks in Citizens of Bogotá-Colombia;Alemania;978-3-031-07920-7;2022; RICARDO ALIRIO GONZALEZ BUSTAMANTE, ROBERTO FERRO ESCOBAR;
196;196;196;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Development of a Virtual Laboratory for Nanoscience Experiments Using High-Speed Academic Network Technology;;978-3-030-81350-5;2021; ROBERTO FERRO ESCOBAR, NATHALY MARIN MEDINA;
197;197;197;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); La formación de profesores de ingeniería a partir de la educación en energías renovables;Colombia;9,78959E+12;2020; JORGE ENRIQUE SALAMANCA CESPEDES;
198;198;198;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Educación y Smart Cities;Colombia;9,79E+12;2018; ROBERTO FERRO ESCOBAR, FRANCISCO JAVIER ZAMORA NAVARRO, HERNAN PAZ PENAGOS;
199;199;199;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Aplicación de dispositivos Kinect para personas en Estado de Discapacidad;Colombia;9,78959E+12;2018; ROBERTO FERRO ESCOBAR, YESID DIAZ GUTIERREZ, WILSON DAVID FLOREZ BARBOZA, LUIS EDUARDO PALLARES MARTINEZ, ARNALDO ANDRES GONZALEZ GOMEZ;
200;200;200;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Mejora en el sistema de aprendizaje LMS articulado con aplicaciones de IoT;Colombia;9,78959E+12;2018; JORGE ENRIQUE SALAMANCA CESPEDES;
201;201;201;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Mejora en el sistema de aprendizaje LMS articulado con aplicaciones de loT;Colombia;9,78959E+12;2018; ORLANDO GARCIA HURTADO;
202;202;202;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); DISPOSITIVO DE BAJO COSTE PARA CONTROL DE ILUMINACION BASADO EN REDES INALAMBRICAS;España;978-84-608-2793-1;2015; ROBERTO FERRO ESCOBAR;
203;203;203;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Matematicas;Colombia;9,78959E+12;2015; GABRIEL ANDRES ALZATE ACUNA;
204;204;204;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Learning Analytics;Inglaterra;9,78147E+12;2014; RUBEN ARISTIDES GONZALEZ CRESPO;
205;205;205;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER); Hardware-in-the-Loop Simulations and Control Systems Based on FPGA for Power Electronics in Microgrids;Colombia;978-1-63321-728-7;2014; JHANDRA MELISSA DIAZ LOPEZ, ALONSO GUTIERREZ GALEANO, HAROLD RENE CHAMORRO VERA, JOSE FERNANDO JIMENEZ VARGAS;
