;Unnamed: 0.1;Unnamed: 0;COD_RH;                 GRUPO;                TITULO;                PAIS;                ISBN;                AÑO;                AUTORES
100;100;100;13887;Comercio Electronico en Colombia - GICOECOL;Investigación en ingeniería apoyada por la gestión del conocimiento y la internet social;Colombia;978-958-787-081-7;2019; GIOVANNY MAURICIO TARAZONA BERMUDEZ
101;101;101;13887;Comercio Electronico en Colombia - GICOECOL;Modelo de gestión del conocimiento como apoyo a la gestión de proyectos;Colombia;978-958-787-097-8;2019; GIOVANNY MAURICIO TARAZONA BERMUDEZ
102;102;102;13887;Comercio Electronico en Colombia - GICOECOL;Handbook of IoT and Big Data;;042962493X;2019; VICENTE GARCIA DIAZ
103;103;103;13887;Comercio Electronico en Colombia - GICOECOL;Del Terrorismo al Conflicto Armado Interno;Colombia;978-958-749-573-7;2016; LEONEL GUSTAVO CACERES CACERES
104;104;104;13887;Comercio Electronico en Colombia - GICOECOL;Violencia Política y Justicia Transicional Desde el Derecho Internacional Humanitario;Colombia;978-958-749-574-4;2016; LEONEL GUSTAVO CACERES CACERES
105;105;105;13887;Comercio Electronico en Colombia - GICOECOL;Desarrollo de aplicaciones Android con APP Inventor Paso a Paso;Estados Unidos;978-1505583977;2014; VICENTE GARCIA DIAZ
106;106;106;13887;Comercio Electronico en Colombia - GICOECOL;Introducción al desarrollo robótico con ROS: Material didáctico de acompañamiento para el estudiante;Estados Unidos;978-1505661774;2014; VICENTE GARCIA DIAZ
107;107;107;13887;Comercio Electronico en Colombia - GICOECOL;Introducción rápida a la programación mediante un enfoque práctico: Aprende a programar;Estados Unidos;978-1500548704;2014; VICENTE GARCIA DIAZ
108;108;108;13887;Comercio Electronico en Colombia - GICOECOL;Handbook of Research on Innovations in Systems and Software Engineering;Estados Unidos;978-1466663596;2014; VICENTE GARCIA DIAZ
109;109;109;13887;Comercio Electronico en Colombia - GICOECOL;Creación de lenguajes textuales de dominio específico: Xtext;Estados Unidos;978-1500678067;2014; VICENTE GARCIA DIAZ
110;110;110;13887;Comercio Electronico en Colombia - GICOECOL;Diseño y programación de analizadores en Java con Java CC;Estados Unidos;978-1499786651;2014; VICENTE GARCIA DIAZ
111;111;111;13887;Comercio Electronico en Colombia - GICOECOL;Introducción a la creación de portales con Joomla 2.5;España;978-84-616-9393-1;2014; VICENTE GARCIA DIAZ
112;112;112;13887;Comercio Electronico en Colombia - GICOECOL;Introducción al desarrollo de Videojuegos en Android;España;978-84-697-0079-2;2014; VICENTE GARCIA DIAZ
113;113;113;13887;Comercio Electronico en Colombia - GICOECOL;Gestión del conocimiento en el Turismo de salud;España;84-69538-24-1;2013; LUZ ANDREA RODRIGUEZ ROJAS, VICTOR HUGO MEDINA GARCIA, GIOVANNY MAURICIO TARAZONA BERMUDEZ
114;114;114;13887;Comercio Electronico en Colombia - GICOECOL;Introducción A La Creación De Portales Con Liferay;España;978-84-616-5428-4;2013; VICENTE GARCIA DIAZ
115;115;115;13887;Comercio Electronico en Colombia - GICOECOL;Primeros Pasos Con Alfresco Share;España;978-84-695-8291-6;2013; VICENTE GARCIA DIAZ
116;116;116;13887;Comercio Electronico en Colombia - GICOECOL;The 3rd International Workshop on Intelligent Data Analysis and Management;República de China;978-94-007-7292-2;2013; I HSIEN TING
117;117;117;13887;Comercio Electronico en Colombia - GICOECOL;The 2nd International Workshop on Learning Technology for Education in Cloud;República de China;978-94-007-7307-3;2013; I HSIEN TING
118;118;118;13887;Comercio Electronico en Colombia - GICOECOL;The 8th International Conference On Knowledge Management In Organizations;República de China;978-94-007-7286-1;2013; I HSIEN TING
119;119;119;13887;Comercio Electronico en Colombia - GICOECOL;Modelo De Negocios Electrónicos Con Tecnologias Web 2.0  Caso De Estudio Pymes Colombianas;España;84-695-5239-2;2012; GIOVANNY MAURICIO TARAZONA BERMUDEZ, LUZ ANDREA RODRIGUEZ ROJAS
120;120;120;13887;Comercio Electronico en Colombia - GICOECOL;Modelo De Negocios Electrónicos Con Tecnologias Web 2.0  Caso De Estudio Pymes Colombianas;España;84-695-5239-2;2012; GIOVANNY MAURICIO TARAZONA BERMUDEZ, VICTOR HUGO MEDINA GARCIA, LUZ ANDREA RODRIGUEZ ROJAS
121;121;121;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Algebra abstracta aplicada en ingeniería: casos de aplicación en sistemas difusos tipo 1 y tipo 2;Colombia;978-958-787-057-2;2018; JOSE JAIRO SORIANO MENDEZ
122;122;122;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Aplicaciones De Graficación Con Matlab;Colombia;978-958-8817-02-6;2013; OMAR SALAZAR MORALES, LUIS JORGE DIAZ FUENTES, ALBA CONSUELO NIETO LEMUS, JOSE HUMBERTO SERRANO DEVIA
123;123;123;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Modelamiento De Sistemas En Tiempo Real;Colombia;9588247705;2007; ALVARO BETANCOURT USCATEGUI
124;124;124;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Infancia Y Ciudad En Bogotá. Una Mirada Desde Las Narrativas Populares Urbanas;Colombia;9588337305;2007; ALVARO BETANCOURT USCATEGUI, JOSE NOE POVEDA Z, IVAN GONZALEZ
125;125;125;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Estudio Comparativo Y Evaluativo De Modelos En Línea En El Reconocimiento De La Escritura Manuscrita;Colombia;9588247691;2006; ALVARO BETANCOURT USCATEGUI
126;126;126;858;NIDE - Nucleo de Investigación en Datos Espaciales;Planning Support for School Admission: Towards Equal Opportunity for All. A case study in Florida.;Países Bajos;978-90-365-5514-2 ;2023; LYDIA MARLENY PRIETO LEON
127;127;127;858;NIDE - Nucleo de Investigación en Datos Espaciales;Análisis de patrones puntuales espaciales aplicado en sismicidad: Un acercamiento de la estadística espacial a las ciencias de la Tierra;España;978-620-2-24754-2;2018; DIANA ALEXANDRA RODRIGUEZ MIRANDA, MIGUEL ANGEL IZQUIERDO PEREZ, CARLOS EDUARDO MELO MARTINEZ, ANDRES CARDENAS CONTRERAS
128;128;128;858;NIDE - Nucleo de Investigación en Datos Espaciales;Fundamentos Teóricos Y Su Aplicación En Los Métodos De Potencial Geomagnético Y Gravimétrico - See More At: Http://Editorial.Udistrital.Edu.Co/Index.Php?Option=Com_Content&View=Article&Id=85&Itemid=92#Sthash.Ruargyoa.Dpuf;Colombia;9,78959E+12;2015; HECTOR JAVIER FUENTES LOPEZ, ANDRES CARDENAS CONTRERAS, LUIS ANTONIO CASTILLO LOPEZ
129;129;129;858;NIDE - Nucleo de Investigación en Datos Espaciales;Fundamentos Teóricos Y Su Aplicación En Los Métodos De Potencial Geomagnético Y Gravimétrico - See More At: Http://Editorial.Udistrital.Edu.Co/Index.Php?Option=Com_Content&View=Article&Id=85&Itemid=92#Sthash.Ruargyoa.Dpuf;Colombia;9,78959E+12;2014; ANDRES CARDENAS CONTRERAS, HECTOR JAVIER FUENTES LOPEZ, LUIS ANTONIO CASTILLO LOPEZ, JUAN CARLOS ACOSTA CHADY
130;130;130;858;NIDE - Nucleo de Investigación en Datos Espaciales;Inferring urban land use from remotely sensed imagery - Case study: Bogota, DC;Colombia;11-11111-77-7;2013; IVAN LIZARAZO SALCEDO
131;131;131;858;NIDE - Nucleo de Investigación en Datos Espaciales;Cross Media Innovations: Texts, Markets, Institutions, Education;Colombia;57-00000-00-8;2012; IVAN LIZARAZO SALCEDO
132;132;132;858;NIDE - Nucleo de Investigación en Datos Espaciales;Universidad Y Territorio En Colombia. Abordaje Teórico, Patrones De Implantación, Oferta-Demanda Y Desequilibrios Espaciales;Alemania;978-3-659-01010-1;2012; CARLOS HERNAN CASTRO ORTEGA
133;133;133;858;NIDE - Nucleo de Investigación en Datos Espaciales;Modelos hedónicos para inmuebles urbanos. Una aplicación a inmuebles residenciales y comerciales;España;978-3-8454-9479-1;2011; CARLOS EDUARDO MELO MARTINEZ
134;134;134;858;NIDE - Nucleo de Investigación en Datos Espaciales;Elementos básicos para la creación de atlas web turísticos;Colombia;978-958-8337-75-3;2010; LUZ ANGELA ROCHA SALAMANCA, ANDRES CARDENAS
135;135;135;858;NIDE - Nucleo de Investigación en Datos Espaciales;Elementos básicos para la creación de atlas web turísticos;Colombia;978-958-8337-75-3;2010; LUZ ANGELA ROCHA SALAMANCA, ANDRES CARDENAS CONTRERAS
136;136;136;858;NIDE - Nucleo de Investigación en Datos Espaciales;Fusion De Imagenes Satelitales Usando La Transformada De Wavelet;Colombia;958-8175-97-6;2004; RUBEN JAVIER MEDINA DAZA, IVAN LIZARAZO SALCEDO
137;137;137;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Enriquecimiento de recursos educativos: un enfoque aplicado a la web semántica y datos abiertos;;978-958-4952783;2022; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, JHON FRANCINED HERRERA CUBIDES
138;138;138;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Modelo de comunicación basado en IoT para la transmisión de datos de estaciones meteorológicas.;Colombia;978-958-787-256-9;2020; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA
139;139;139;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Aplicación inmersiva para el consumo de recursos digitales basada en navegación por ontologías como estrategia de interacción;Colombia;978-958-787-249-1;2020; PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES, CARLOS ENRIQUE MONTENEGRO MARIN
140;140;140;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Redes neuronales convolucionales usando Keras y acelerando con GPU;Colombia;978-958-78723-2-3;2020; ANDRES OVIDIO RESTREPO RODRIGUEZ, NELSON ENRIQUE VERA PARRA, RUBEN JAVIER MEDINA DAZA
141;141;141;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Entornos De Búsquedas Navegacionales A Partir De Esquemas De Representación De Conocimiento;Colombia;9,78959E+12;2018; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, DAVID MARTIN MONCUNILL
142;142;142;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Mecanismos de exploración de recursos sobre Linked Open Data mediante principios de seguridad;Colombia;978-958-5434-39-4;2017; PAULO ALONSO GAONA GARCIA, DAVID MARTIN MONCUNILL, CARLOS ENRIQUE MONTENEGRO MARIN
143;143;143;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Ingenieria Dirigida por modelos y casos prácticos;Colombia;9,78959E+12;2017; CARLOS ENRIQUE MONTENEGRO MARIN
144;144;144;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;El Matadero Municipal y la Plaza de Ferias de Bogotá 1924-1934;Colombia;978-958-883224;2014; CARLOS ARTURO REINA RODRIGUEZ
145;145;145;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;El Matadero Municipal y la Plaza de Ferias de Bogotá 1924-1934;Colombia;978-958-883224;2014; CARLOS ARTURO REINA RODRIGUEZ
146;146;146;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Historia Juventudes y Política: de la escuela republicana del siglo XIX a las élites políticas del siglo XX;Colombia;9789588;2014; CARLOS ARTURO REINA RODRIGUEZ, LUISA FERNANDA CORTES NAVARRO
147;147;147;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);El problema del desempleo y la informalidad en Colombia;Colombia;978-958-5434-65-3;2017; GERMAN MENDEZ GIRALDO, EDUYN RAMIRO LOPEZ SANTANA, ADRIANA AVILA
148;148;148;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Modelo de madurez para la capacidad de la enseñanza en ingeniería;Colombia;978-958-8972-87-9;2017; VICTOR MEDINA, GERMAN MENDEZ GIRALDO, SANDRO JAVIER BOLANOS CASTRO
149;149;149;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Applied Computer Sciences in Engineering;Alemania;978-3-319-50880-1;2016; JUAN CARLOS FIGUEROA GARCIA, EDUYN RAMIRO LOPEZ SANTANA, ROBERTO FERRO ESCOBAR
150;150;150;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Problema social de la corrupción Perspectiva desde la dinámica de sistemas ;Colombia;9,78959E+12;2016; GERMAN MENDEZ GIRALDO, EDUYN LOPEZ
151;151;151;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Introducción a la simulación discreta;Colombia;978-958-8832-97-5;2015; LINDSAY ALVAREZ POMAR, GERMAN ANDRES MENDEZ GIRALDO
152;152;152;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);El problema de la calidad de vida en el sector floricultor de Colombia;Colombia;978-958-8832-05-0;2014; GERMAN MENDEZ GIRALDO, FELIPE DUARTE, SONIA TORRES, PEDRO VERA
153;153;153;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Sistema experto para la programación de la producción - investigación y desarrollo de un prototipo;Colombia;978-958-8782-42-3;2013; LINDSAY ALVAREZ POMAR, GERMAN ANDRES MENDEZ GIRALDO
154;154;154;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Aplicación De La Dinámica Del Sistema Para Caracterizar Y Recomendar Soluciones A Problemas Sociales En Colombia;Colombia;978-958-8723-71-6;2012; GERMAN MENDEZ GIRALDO
155;155;155;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Programación De Tareas Scheduling;Colombia;978-958-8337-84-5;2011; GERMAN MENDEZ GIRALDO
156;156;156;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Diseño de Prototipo Diagnóstico para la PyME;Colombia;9598175984;2004; LINDSAY ALVAREZ POMAR, GERMAN ANDRES MENDEZ GIRALDO
157;157;157;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);MODELO DE GESTION DEL PROTOTIPO DE TELEEDUCACION EN LA PRODUCCION DE MDC;Colombia;;2002; GERMAN MENDEZ GIRALDO
158;158;158;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);MODELO PEDAGOGICO DIDACTICO DE TELEEDUCACION;Colombia;;2002; GERMAN MENDEZ GIRALDO
159;159;159;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);MODELO CURRICULAR DE TELEEDUCACION Producción de Material Didáctico Computarizado;Colombia;;2002; GERMAN MENDEZ GIRALDO
160;160;160;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);MODELO TECNOLOGICO DE TELEEDUCACIÓN;Colombia;;2002; GERMAN MENDEZ GIRALDO
161;161;161;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);Sistemas Cooperativos Asistidos Para La Programación De La Producción En La Industria Manufacturera Colombiana. Universidad Distrital. Centro De Investigaciones Y Desarrollo Científico;Colombia;958-9160-86-7;2001; GERMAN MENDEZ GIRALDO
162;162;162;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);INTRODUCCIÓN A GRANJAS INTELIGENTES Y GENERACIÓN DE ENERGÍA ELÉCTRICA PARA HACER FRENTE AL CAMBIO CLIMÁTICO EN LA REGIÓN ANDINA;Colombia;978-958-49-4954-7;2021; ROBERTO FERRO ESCOBAR, EDGAR ALIRIO AGUIRRE BUENAVENTURA, HERNAN PAZ PENAGOS
163;163;163;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);INTRODUCCIÓN A GRANJAS INTELIGENTES Y GENERACIÓN DE ENERGÍA ELÉCTRICA PARA HACER FRENTE AL CAMBIO CLIMÁTICO EN LA REGIÓN ANDINA;;978-958-49-4953-0;2021; EDGAR ALIRIO AGUIRRE BUENAVENTURA
164;164;164;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Introducción a la investigación sobre desastres naturales y ciudades inteligentes;Colombia;978-958-787-244-6;2020; EDGAR ALIRIO AGUIRRE BUENAVENTURA, ROBERTO FERRO ESCOBAR, RICARDO ALIRIO GONZALEZ BUSTAMANTE
165;165;165;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);INTRODUCCION A LA INVESTIGACIÓN SOBRE DESASTRES NATURALES Y CIUDADES INTELIGENTES;Colombia;978-958-787-244-6;2020; ROBERTO FERRO ESCOBAR, RICARDO ALIRIO GONZALEZ BUSTAMANTE, EDGAR ALIRIO AGUIRRE BUENAVENTURA
166;166;166;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Integración de subsistemas, análisis y pruebas del picosatélite CUBESAT-UD Colombia-1;Colombia;978-958-787-068-8 I;2019; ANDRES JULIAN MORENO MORENO, LILIA EDITH APARICIO PICO, CAMILO ANDRES SANCHEZ OVALLE
167;167;167;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Cloud Computing;Colombia;978-958-8191-47-8;2016; ROBERTO FERRO ESCOBAR, HUGO FRANCO TRIANA, JORGE EDUARDO PORTELA GARCIA
168;168;168;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Investigacióny Desarrollo de Servicios de Streaming Multicast basado en IPv6;Colombia;978-958-8897-62-2;2015; CARLOS ANDRES MARTINEZ ALAYON, ROBERTO FERRO ESCOBAR, DANILO ALFONSO LOPEZ SARMIENTO
169;169;169;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Investigación y desarrollo de servicios Streaming Multicast basado en IPv6;Colombia;978-958-8897-62-2;2015; ROBERTO FERRO ESCOBAR, CARLOS ANDRES MARTINEZ ALAYON, DANILO ALFONSO LOPEZ SARMIENTO
170;170;170;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Investigación y desarrollo de servicios Streaming Multicast basado en IPv6;Colombia;978-958-8897-62-2;2015; ROBERTO FERRO ESCOBAR, CARLOS ANDRES MARTINEZ ALAYON, DANILO ALFONSO LOPEZ SARMIENTO
171;171;171;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Modelamiento De Tráfico En Series De Tiempo Para Redes De Datos (3 Autores);Colombia;978-3-659-02100-8;2012; DANILO ALFONSO LOPEZ SARMIENTO
172;172;172;3328;Internet Inteligente;Investigación de Operaciones;Colombia;9,78959E+12;2019; OCTAVIO SALCEDO PARRA
173;173;173;3328;Internet Inteligente;Indicadores TIC;Colombia;978-958-787-075-6;2019; OCTAVIO SALCEDO PARRA, EDWIN RIVAS TRUJILLO, JUAN MANUEL SANCHEZ CESPEDES
174;174;174;3328;Internet Inteligente;Filosofía Y Teoría Política;Colombia;958-8791-80-9;2014; OCTAVIO SALCEDO PARRA
175;175;175;3328;Internet Inteligente;Uitlización De Herramientas Gratuitas Que Permitan Evaluar La Calidad Del Servicio En Redes Mpls (3 Autores);Colombia;978-84-686-1292-8;2012; OCTAVIO SALCEDO PARRA
176;176;176;3328;Internet Inteligente;Eficiencia De La Qos Ip Con Opnet (3 Autores);Colombia;978-84-686-1247-8;2012; DANILO ALFONSO LOPEZ SARMIENTO, JORGE ENRIQUE SALAMANCA CESPEDES, JOSE OCTAVIO SALCEDO PARRA
177;177;177;3328;Internet Inteligente;Modelo Multivariable De Tráfico Para Una Red De Datos Wi-Fi;Alemania;978-3-659-03822-8;2012; LUIS FERNANDO PEDRAZA MARTINEZ
178;178;178;3328;Internet Inteligente;Modelo Multivariable de Tráfico para una Red de Datos Wi-Fi;Alemania;978-3-659-03822-8;2012; CESAR AUGUSTO HERNANDEZ SUAREZ, LUIS FERNANDO PEDRAZA MARTINEZ
179;179;179;3328;Internet Inteligente;Modelamiento de Tráfico en Series de Tiempo para Redes de Datos;Alemania;978-3-659-02100-8;2012; CESAR AUGUSTO HERNANDEZ SUAREZ, OCTAVIO JOSE SALCEDO PARRA
180;180;180;3328;Internet Inteligente;Modelamiento De Tráfico En Series De Tiempo Para Redes De Datos (3 Autores);Colombia;978-3-659-02100-8;2012; OCTAVIO SALCEDO PARRA
181;181;181;3328;Internet Inteligente;Uitlización De Herramientas Gratuitas Que Permitan Evaluar La Calidad Del Servicio En Redes Mpls (3 Autores);Colombia;978-84-686-1292-8;2011; DANILO ALFONSO LOPEZ SARMIENTO, LUIS FERNANDO PEDRAZA, JOSE OCTAVIO SALCEDO PARRA
182;182;182;3328;Internet Inteligente;Estructuras De Datos Un Enfoque Orientado A Java;Colombia;978-958-9244-10-4;2006; DANIEL JOSE SALAS ALVAREZ, LEONARDO BERDELLA, LUIS ROBERTO OLASCOAGA
183;183;183;3328;Internet Inteligente;Estructuras De Datos Un Enfoque Orientado A Java;Colombia;978-958-9244-10-4;2006; DANIEL JOSE SALAS ALVAREZ, LEONARDO BERDELLA, LUIS ROBERTO OLASCOAGA
184;184;184;3328;Internet Inteligente;Modelo De Produccion De Cursos Virtuales De Aprendizaje;Colombia;978-958-9244-08-1;2006; DANIEL JOSE SALAS ALVAREZ, HAROLD BULA HERAZO, MARIO MACEA ANAYA
185;185;185;3328;Internet Inteligente;Modelo De Produccion De Cursos Virtuales De Aprendizaje;Colombia;978-958-9244-08-1;2006; DANIEL JOSE SALAS ALVAREZ, HAROLD BULA HERAZO, MARIO MACEA ANAYA
186;186;186;3328;Internet Inteligente;Ingenieria Hipermedia Educativa;Colombia;9,78959E+12;2005; DANIEL JOSE SALAS ALVAREZ, HAROLD BULA HERAZO, PIERRE PENA SALGADO
187;187;187;6176;Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER);Fundamentos para el análisis y diseño de agrupaciones de antenas;Colombia;978-958-5434-43-1;2017; CARLOS ARTURO SUAREZ FAJARDO
188;188;188;6176;Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER);Fotónica de microondas y procesado todo-óptico aplicados a la conmutación de paquetes ópticos;Colombia;9,78959E+12;2017; GUSTAVO ADOLFO PUERTO LEGUIZAMON
189;189;189;6176;Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER);Introducción al análisis y diseño de antenas planas y sus aplicaciones;Colombia;978-958-8972-95-4;2017; CARLOS ARTURO SUAREZ FAJARDO
190;190;190;6176;Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER);Redes ópticas de acceso convergente;Colombia;9,78959E+12;2016; GUSTAVO ADOLFO PUERTO LEGUIZAMON
191;191;191;6176;Grupo de Radiación Electromagnética y Comunicaciones Ópticas - GRECO (LIMER);Redes De Conmutación De Paquetes Ópticos Basados En El Intercambio De Etiquetas Multiplexadas Por Subportadora;España;978-84-694-3197-9;2008; GUSTAVO ADOLFO PUERTO LEGUIZAMON
192;192;192;11127;IDEAS;Arquitecturas de Red Neuro-convolucional para Aplicaciones de Robótica Asistencial;Colombia;978-958-787-237-8;2020; DIANA MARCELA OVALLE MARTINEZ
193;193;193;11127;IDEAS;A Multifractal Model for Cognitive Radio Networks;Colombia;978-958-787-137-1;2019; HANS IGOR LOPEZ CHAVEZ, LUIS MIGUEL TUBERQUIA DAVID, CESAR AUGUSTO HERNANDEZ SUAREZ
194;194;194;877;GITUD;GESTIÓN Y CIBERSEGURIDAD PARA MICRORREDES ELÉCTRICAS RESIDENCIALES;Colombia;978-958-787-228-6;2020; ELVIS EDUARDO GAONA GARCIA, CESAR LEONARDO TRUJILLO RODRIGUEZ, EDUARDO ALIRIO MOJICA NAVA
195;195;195;877;GITUD;Control de Microrredes Eléctricas Inteligentes;Colombia;9,78959E+12;2017; ELVIS EDUARDO GAONA GARCIA, CESAR LEONARDO TRUJILLO RODRIGUEZ, BILLY WLADIMIR TORO TOVAR, EDUARDO ALIRIO MOJICA NAVA
196;196;196;877;GITUD;Diseño y construcción del módulo de control central del CubeSat UD e implementación de AX.25;Colombia;978-958-8897-55-4 ;2015; ELVIS EDUARDO GAONA GARCIA, JOSE DE JESUS PATERNINA ANAYA, JORGE ENRIQUE SALAMANCA CESPEDES
197;197;197;877;GITUD;Derivas De Complejidad. Aplicaciones Y Mediciones;Colombia;978-958-738-271-6;2013; MARCO AURELIO ALZATE MONROY
198;198;198;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;DETECCIÓN Y CORRECCIÓN DE PROPAGACIONES ANÓMALAS EN RADARES METEOROLÓGICOS;Colombia;978-958-787-239-2;2020; ERNESTO GOMEZ VARGAS
199;199;199;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;DETECCIÓN Y CORRECCIÓN DE PROPAGACIONES ANÓMALAS EN RADARES METEOROLÓGICOS;Colombia;9,78959E+12;2020; CESAR ANDREY PERDOMO CHARRY
200;200;200;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;PROYECTOS PRACTICOS CON PSoC5LP;Colombia;9,78959E+12;2019; CESAR ANDREY PERDOMO CHARRY
201;201;201;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;Calidad geométrica en el mecanizado de PEEK, aplicaciones médicas;España;978-620-2-23102-2;2017; MARTHA PATRICIA CALVO CORREA
202;202;202;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;Sistema de Simulación del Flujo de partículas ionizadas penetrantes para el picosatélite Cubesat UD;Colombia;978-958-8972-85-5;2017; ERNESTO GOMEZ VARGAS, LILIA EDITH APARICIO PICO, SERGIO ENRIQUE HERNANDEZ RUBIO
203;203;203;15041;Laboratorio de Automatización, Sistemas Embebidos y Robótica - LASER;Introducción al PSoC5LP teoría y aplicaciones prácticas;Colombia;9,78959E+12;2016; CESAR ANDREY PERDOMO CHARRY
204;204;204;891;GESTIÓN, EMPRENDIMIENTO, INNOVACIÓN Y TECNOLOGÍA, GEIT;Formación profesional y Creación de Empresas de Base Tecnológica;Colombia;978-958-59872-0-3;2017; SUSANA DEL PILAR SANDOVAL CANTOR
205;205;205;891;GESTIÓN, EMPRENDIMIENTO, INNOVACIÓN Y TECNOLOGÍA, GEIT;Outsourcing de Servicios de Investigación y Desarrollo, ¿oportunidad para la economía Colombiana?;Colombia;978-958-59872-2-7;2017; MARIA EUGENIA CALDERON, JOSE RAMIRO BERTIERI QUINTERO
